timestamp,hz_camera_info,height,width
1690189339.855932,1.7071077528576923,0,0
1690189339.865424,105.3527579624234,0,0
1690189339.874969,104.765929811415,0,0
1690189339.889162,70.4569796741139,0,0
1690189339.894078,203.4193704835346,0,0
1690189339.901277,138.90723629740023,0,0
1690189339.908498,138.48529071879025,0,0
1690189339.92084,81.02430166518565,0,0
1690189339.925335,222.4740890044025,0,0
1690189339.946375,47.52860121475841,0,0
1690189339.956741,96.46735205501507,0,0
1690189339.96857,84.53871890998508,0,0
1690189339.976993,118.72127713776217,0,0
1690189339.991342,69.69134653728565,0,0
1690189340.000265,112.07225116900467,0,0
1690189340.007788,132.92463712999935,0,0
1690189340.014682,145.05132106792087,0,0
1690189340.021751,141.46527707511214,0,0
1690189340.029418,130.42801169226942,0,0
1690189340.043065,73.27575122292103,0,0
1690189340.050921,127.29298937784522,0,0
1690189340.059389,118.08953206824708,0,0
1690189340.065399,166.39441425000993,0,0
1690189340.073338,125.95885762335205,0,0
1690189340.080247,144.7409759127614,0,0
1690189340.088256,124.8602048106692,0,0
1690189340.10949,47.0942040376367,0,0
1690189340.115845,157.35524291877695,0,0
1690189340.142117,38.06325265670233,167,167
1690189340.14902,144.8659551687217,167,167
1690189340.162729,72.94441739130434,167,167
1690189340.17173,111.09856170370567,167,167
1690189340.180941,108.56509810011907,167,167
1690189340.18835,134.97358004827032,167,167
1690189340.195394,141.96324251142326,167,167
1690189340.203379,125.23675017168792,167,167
1690189340.210308,144.3176547500258,167,167
1690189340.216157,170.97277025925322,167,167
1690189340.222538,156.71439246749364,167,167
1690189340.229062,153.27817570530624,167,167
1690189340.239934,91.98035087719298,167,167
1690189340.249848,100.86826030493964,167,167
1690189340.257852,124.93458834743238,169,169
1690189340.264699,146.05139633679227,167,167
1690189340.276838,82.3785524894432,169,169
1690189340.28778,91.3911186647492,167,167
1690189340.293826,165.3970582436216,167,167
1690189340.304282,95.64026906852126,167,167
1690189340.312442,122.54730321977443,169,169
1690189340.31903,151.79154603358424,169,169
