x,y
640,511
640,511
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
