x,y,z,w
0.9659725364808885,-0.019225978394568376,-0.0927389628554441,0.24068008909742958
0.9658566581395672,-0.019257658538543162,-0.09470191614708527,0.24037804723632863
0.990939693770249,-0.02513159625955527,0.015717177463826774,0.1309957881481016
0.9907462010662084,-0.025597794043542222,0.016521925619438157,0.13226391793231637
0.9909135191741222,-0.024984116105341247,0.01285767112596716,0.1315327782478871
0.9909471166165561,-0.024989203897976722,0.015549610439105318,0.13098687481221516
0.9909041184010368,-0.025202680555736583,0.018387296952810543,0.13090362997044383
0.9907919675329747,-0.025111053132882602,0.01644092777349774,0.1320242704075316
0.9910987013529572,-0.025177212592819735,0.013478600951867582,0.130029994458656
0.9911073451178977,-0.024755779801489842,0.016322184767519024,0.12971880397300734
0.9909253635686778,-0.02489570765358668,0.015312260410587544,0.13119703601007693
0.9908109633407427,-0.025075865777845274,0.016009704843167785,0.1319413704268511
0.991039374373348,-0.02500551117045306,0.01607834683918378,0.13021969749506482
0.9909972543013563,-0.02496658098777073,0.012489592672888189,0.13093938244783046
0.9908661565297517,-0.025100722449880746,0.017392954603426422,0.13134572207199835
0.9909282477736799,-0.024750317601420203,0.016186875916468297,0.13109772915988296
0.9905649996954108,-0.02540189862572035,0.016746755265056933,0.13362361734637948
0.9911573964595716,-0.024923218962463776,0.014603037990727034,0.12950907258363892
0.9910465163307332,-0.02498925133564994,0.015724269181725658,0.1302117012603026
0.9907091052879314,-0.025270730649009407,0.016162847967339904,0.13264848743063942
0.9909273435917308,-0.024978035083974517,0.014113309439162225,0.13130084532193292
0.9907584906199765,-0.025316837763704508,0.016863795609154117,0.13218276509335455
0.9909061940301811,-0.02503037144430525,0.014235283416128584,0.13143725439936593
0.9909715143963872,-0.025226174326458642,0.015755128490491804,0.13073206840722001
0.9907084606956713,-0.025460355742986343,0.01177154018086249,0.13307872494589165
0.99075593231591,-0.02528921423198377,0.018539886226872068,0.1319826156850039
0.9907552506864391,-0.025275298432049495,0.014201260777333214,0.13252741874327786
0.9909586587958049,-0.024872368613240704,0.01508085187916198,0.13097659998559052
0.9907946504978422,-0.02525888082134404,0.015560406101308318,0.13208263794486444
0.9910207484193789,-0.025023852905857746,0.014886218845934307,0.13049936197740944
0.9908457032997561,-0.02526645882108048,0.014038087375269969,0.1318686104192296
0.9908410014075825,-0.025377756132721568,0.016439617816033945,0.1316047810277047
0.9908623993897132,-0.02512453817564298,0.014281705187690022,0.1317440547199492
0.9908451996480424,-0.025292386692461668,0.012990330648992032,0.13197475826634342
0.9907929405761551,-0.02524518787290773,0.017141264794116,0.13190226091684373
0.991047587154109,-0.02508666937335441,0.014523440731435676,0.13032424442555188
0.9910289226925716,-0.02527421931422364,0.016223917334951553,0.13022930826494497
0.9909937789741284,-0.025335138000950205,0.014344319340722743,0.13070463388763434
0.9908828926768971,-0.025135705184377705,0.01731500097799331,0.13122301652637386
0.9910064482262622,-0.02510272383276458,0.014854915782805627,0.1305963410943443
0.990946693186134,-0.024897323375420263,0.015094188102960742,0.1310608257173669
0.9904914775798,-0.02524484954203222,0.01594307746316756,0.13429500621537718
0.9911687120421392,-0.025067193341492672,0.014020271595874798,0.12945907488888225
0.9907987333174955,-0.02503581527073831,0.016368408716827865,0.1319967924089627
0.9909609407098716,-0.025136873129400744,0.014698407338377436,0.13095231352823672
0.9907787600535064,-0.025280067375787935,0.015613480434227996,0.13219147494843148
0.990690931654786,-0.02513978667262084,0.017031163704988375,0.13270044659262217
0.9909753534600947,-0.025004063063436062,0.015725594247850194,0.13074919254248624
0.9909797724315046,-0.02536525653047218,0.013913326059176386,0.1308514950266819
0.9908739458824022,-0.025159843991225585,0.014520129746536737,0.13162435737324293
0.9909063833330738,-0.024943221230243066,0.015014520119508584,0.13136567043945546
0.9909969477206358,-0.025182442715224164,0.01376095499956809,0.13077281944187702
0.9907284293030654,-0.025308212019112392,0.015349063555020692,0.1325936650940028
0.990981073907816,-0.024815351215249342,0.013942181313118909,0.13094397687869358
0.9908268618094203,-0.025015159762524296,0.015025763308317572,0.13194922559815808
0.9910379549374736,-0.024892095125769904,0.014723957159086372,0.13041227150531903
0.9908613886356338,-0.02512677516069716,0.01471446862407106,0.1317035993972771
0.9908898498529117,-0.025111747770574587,0.016009116505350297,0.13134083055584558
0.9911094099643606,-0.025019091175552274,0.014195759894739412,0.12990251328537628
0.9909792167003486,-0.02493091600220486,0.014538428073281902,0.13087121763173457
0.9908587706740104,-0.02499073780130418,0.016529726091348836,0.13153375140198945
0.9911166132714075,-0.024811090049850514,0.01685839700348108,0.1295687584197149
0.9908996654864108,-0.02532881534645064,0.013189478933099748,0.13153836587679565
0.991091959544606,-0.025076681650614475,0.015511087487621247,0.12987414649720694
