mean_x,mean_y,mean_z,mean_w,std_x,std_y,std_z,std_w
0.99071426229561244,-0.025075986026046812,0.015669358946279566,0.13219570262251099,0.0018286078643973099,0.00046129165897908296,0.0081949081949434094,0.0080311699145679382
