timestamp,hz_positions,u,v
1689830015.75326,1.2517339914856027,772,315
1689830015.837318,11.896541063350021,772,315
1689830015.874254,27.073824723568787,772,315
1689830015.895931,46.13180818301804,772,315
1689830015.9226,37.49668329489174,773,315
1689830015.944155,46.393062560835325,772,315
1689830015.96557,46.696251433406445,772,315
1689830015.989039,42.609451826567515,772,315
1689830016.005194,61.900323204297585,772,315
1689830016.046827,24.019333188258067,773,315
1689830016.089519,23.423621853760967,773,315
1689830016.116241,37.42241256245539,773,315
1689830016.146028,33.57162066978293,773,315
1689830016.183608,26.609889482432656,773,315
1689830016.215207,31.64652622683648,773,315
1689830016.239951,40.41417187786054,773,315
1689830016.277744,26.459814782104015,773,315
1689830016.318863,24.319740237149567,773,315
1689830016.347654,34.732848069295045,773,315
1689830016.402554,18.21495915611008,773,315
1689830016.41278,97.78983936023874,772,315
1689830016.45568,23.310106427320978,773,315
1689830016.479832,41.40436915726399,773,315
1689830016.509307,33.92708712498079,772,315
1689830016.542859,29.80433176055938,773,315
1689830016.570803,35.786050083187575,773,315
1689830016.624926,18.476377588553756,773,315
1689830016.659001,29.347009886580697,773,315
1689830016.691761,30.52511917324697,773,315
1689830016.732992,24.253644432879405,773,315
1689830016.784355,19.46927104608415,773,315
1689830016.826332,23.82247465424701,773,315
1689830016.854469,35.54043130110579,773,315
1689830016.870321,63.08362411262183,772,315
1689830016.894491,41.37373737373738,773,315
1689830016.935293,24.50860134629768,772,315
1689830016.97228,27.03647790633964,773,315
1689830017.000703,35.182686742440126,773,315
1689830017.037372,27.27098003263958,772,315
1689830017.062175,40.317828339629536,773,315
1689830017.095329,30.16226322829323,772,315
1689830017.142824,21.054897393678967,773,315
1689830017.187718,22.274701405742995,772,315
1689830017.201303,73.61010881010881,773,315
1689830017.245109,22.827883485000218,772,315
1689830017.277327,31.03856969481692,772,315
1689830017.316035,25.83447179910442,773,315
1689830017.34269,37.51647152479003,772,315
1689830017.366963,41.1981769605532,772,315
1689830017.411862,22.272217502124043,772,315
1689830017.447255,28.25417483445493,772,315
1689830017.472203,40.083180428134554,773,315
1689830017.499185,37.06165006936406,772,315
1689830017.533982,28.738148257267948,772,315
1689830017.567761,29.604274451400702,773,315
1689830017.606217,26.00376946731475,772,315
1689830017.641677,28.2007933839844,772,315
1689830017.682275,24.631661782582906,772,315
1689830017.715106,30.4590604416752,772,315
1689830017.746066,32.29965500246427,772,315
1689830017.775851,33.574039238915525,773,315
1689830017.803681,35.932594858087676,772,315
1689830017.851539,20.895148233207625,772,315
1689830017.874927,42.7567000010194,773,315
1689830017.90459,33.71220511996142,773,315
1689830017.935083,32.79438923508761,772,315
1689830017.972345,26.83684712295811,773,315
1689830018.008455,27.693217832241707,773,315
1689830018.049074,24.6190833959429,772,315
1689830018.080648,31.671617672599314,773,315
1689830018.109825,34.27362984874609,773,315
1689830018.141272,31.799361632764462,773,315
1689830018.174161,30.405405013556027,772,315
1689830018.218312,22.6495088642046,772,315
