timestamp,hz_detections,x,y,z
1689819977.462913,1.0780473900369836,0.012810643678751977,0.031183167128440766,0.5659932688522124
1689819977.544577,12.245320752183066,0.012807795707201641,0.031174859686407926,0.5659754831187929
1689819977.569172,40.65863375953625,0.012806204522422943,0.03119426522862456,0.5660746167926406
1689819977.593552,41.01687887500245,0.012805806051650924,0.031178233769260242,0.5659114450475016
1689819977.640278,21.401366445048804,0.01280922442785333,0.031187547164506904,0.5660003878018358
1689819977.654186,71.90153255391367,0.012810430469847792,0.031183446265060907,0.5660971515391608
1689819977.66866,69.08980694471899,0.012804106803741985,0.03117952077048004,0.5659298993932055
1689819977.723409,18.265169791929768,0.012808084125178547,0.03117753743471346,0.565990097831372
1689819977.73848,66.35192128201477,0.012805461586568732,0.03117603124442453,0.5658208230588359
1689819977.767607,34.3325447952393,0.012812418408074894,0.031169185018244852,0.5657974133196555
1689819977.809101,24.099793724395106,0.012816433974454674,0.031174110661136293,0.5659731960750949
1689819977.84925,24.907237064793314,0.012817882322388256,0.03117413657231697,0.5659557262246977
1689819977.878889,33.73932349274022,0.012824927531811157,0.031183849468041307,0.566054389341496
1689819977.89358,68.06946022266222,0.012825603083179721,0.031176008151753667,0.5660000535764936
1689819977.923759,33.135598040764734,0.012832729958699652,0.031179398790703562,0.5660328240445152
1689819977.96568,23.85444949354202,0.012830736386407447,0.031177860725712127,0.565990592108943
1689819978.001275,28.093692438562062,0.012830189157442011,0.031164700971561148,0.5659620769299059
1689819978.029988,34.827444760900434,0.012833029582066145,0.031178733449537515,0.566029955587406
1689819978.061927,31.30965497678446,0.012835589346891791,0.03117495316788095,0.5660294278672948
1689819978.106922,22.22477506597005,0.012837415999732787,0.03116433566298253,0.5659391645991902
1689819978.136126,34.24173204561968,0.012836429791790867,0.0311776356877243,0.565969041621334
1689819978.185387,20.300094378433318,0.012843056388055085,0.031181723494182002,0.5661819078040942
1689819978.209172,42.043102584150276,0.012857156969695641,0.031189466825969958,0.5665826329659615
1689819978.243948,28.7554863877253,0.012842513906899179,0.031179731614057838,0.566159841025879
1689819978.278374,29.047834728830345,0.012839932866420321,0.03116852646870949,0.5660515155510967
1689819978.301926,42.45934564301911,0.012837216088077313,0.031171951278969795,0.565950360056015
1689819978.327637,38.893768545994064,0.012832735189051833,0.031167802972668645,0.5658076041946856
1689819978.363514,27.873018826547227,0.012839372262835779,0.031174969895426095,0.5660883109405607
1689819978.397215,29.672760201482824,0.012833377796308366,0.03117654585683639,0.5660727195024768
1689819978.437829,24.621973841782705,0.012824111402007133,0.031168297317260885,0.5658906126365318
1689819978.496427,17.065416758212695,0.01285385822383604,0.031189621430151297,0.5667011082802793
1689819978.533779,26.772438004659623,0.012826241766769988,0.031154496952943832,0.5658004557254875
1689819978.576485,23.41590647714965,0.012830376446519067,0.031176113697021737,0.566008974286129
1689819978.587879,87.76530654948733,0.012827665100294039,0.031164691323380095,0.5659910959849056
1689819978.625224,26.77722377216111,0.012823306548991126,0.031162452514549566,0.5659426432264627
1689819978.655563,32.960872606109184,0.012828804039374891,0.031171127605765916,0.5660703246261323
1689819978.703348,20.927154432602883,0.012821341902887775,0.031163269945862215,0.5658803403923732
1689819978.728176,40.276789229572586,0.012822161978332271,0.03116375175687527,0.5659202916050976
1689819978.757455,34.15417939008998,0.012822880744027527,0.031159425181893196,0.5658490837555172
1689819978.781761,41.14240872618837,0.012826880231017449,0.031184911265014912,0.5661493593594302
1689819978.817022,28.359820414345215,0.012831395174003819,0.031183462053155576,0.5661345994527067
1689819978.858758,23.96019491239796,0.012824172189774866,0.031166592830173156,0.5659009924891475
1689819978.88918,32.87097861268505,0.012822177929453582,0.031175706295054187,0.5659682051486141
1689819978.920004,32.442309626020034,0.012821495142258188,0.03118205587403303,0.5660254886385941
1689819978.973737,18.61049903937029,0.012814676542197105,0.031174828905441692,0.5659366582380584
1689819979.009346,28.082782631984198,0.012816163854088715,0.03117438554835813,0.5659438193419215
