mean_x,mean_y,mean_z,mean_w,std_x,std_y,std_z,std_w
0.99075261552818206,-0.025155450347277068,0.016289788698148823,0.13231931363034521,0.00013253969479706088,0.00017169883572788682,0.0012940799014317622,0.00098917966147132864
