x,y,z
0.005862989286603359,0.15567127918654583,1.142048103104782
0.00589786781609852,0.15583033881313496,1.1429791332234192
0.005894067407733958,0.15593397713387894,1.1438661927646347
0.00590600156275228,0.15586009450972724,1.1433651776574014
0.0059019229248677306,0.15586922437394787,1.1433408445210094
0.005903740445085455,0.15588076059422284,1.1434265108565937
0.0058748584780617084,0.15569768934099826,1.1418794316156877
0.005903130103880687,0.15587595532837245,1.1434151234245102
0.005903521064216413,0.1559108195258988,1.1436687171999709
0.005896874548837935,0.155875604854509,1.1434357954493246
0.00590040475151442,0.15582947393026642,1.1430361786480048
0.005898776359910031,0.15581751354823084,1.142926786853067
0.005901690141040234,0.1558847892627352,1.1434907676365933
0.005904655347914283,0.15583651072353402,1.1432166680124782
0.005867587402886621,0.15564258114977556,1.1418697987892426
0.005866625858636205,0.15567357368595902,1.1421249934335973
0.0059076512178143255,0.15587983058721228,1.143420735807936
0.005904997527261733,0.1559201273158042,1.1437442783500749
0.005862005352566085,0.1556322965926955,1.1418066875728052
0.0059084018144157585,0.15589836144749442,1.1435336580247741
0.005892528788655943,0.1557243807173668,1.142153043299327
0.005903394513239131,0.15589301865891037,1.1435202438088945
0.00590774874405963,0.1558937450974706,1.143528759718915
0.005908552994136436,0.155830590908819,1.1431333556766234
0.00590380194190728,0.15589517221683682,1.1435744050095809
0.005905256382963537,0.15581081973686337,1.142950951195408
0.005904352919005562,0.1558225241924384,1.1430149311879596
0.005864029843715487,0.15564961585664575,1.1419934852931148
0.005865596427420445,0.15568945885790153,1.142268564068188
0.00590788885502347,0.15586640058239987,1.1433374513108558
0.005884027845552719,0.15573002234694086,1.1421531789376762
0.005873874345654154,0.1556417199755145,1.1419740705415538
0.005911986886708532,0.15586470250897128,1.1433228898706698
0.005902794900490087,0.15583467551702174,1.1430736280185605
0.005903049634378914,0.15584007680253598,1.143153180646403
0.005908571527568471,0.15582774834989227,1.143061640481111
0.005887555084727239,0.15575910686214614,1.142385761860484
0.005904649239389962,0.1558625144384432,1.1432939446926031
0.005907622520664837,0.1558473710370075,1.1432089385103599
0.005900882024754695,0.15585876250642441,1.1432880236806107
0.005871296505190774,0.15567791956827667,1.1420975806525764
0.005893754094553064,0.15578219937124288,1.1424797003531637
0.005904067505082049,0.15582946492216346,1.1430949656639333
0.005880748165960085,0.15564110373705214,1.1418773924821453
0.005916056971340257,0.1559083302221749,1.1437066169405832
0.005895064238375443,0.15582243004096988,1.1430505345248065
0.00590115490412557,0.1558482008665132,1.1432180411678958
0.00590866582526831,0.15584378656493889,1.1432281064063508
0.005903655014127033,0.15581474512884383,1.1429131800738677
0.00586878412712065,0.1556570152354993,1.1419972018783602
0.005915881888476282,0.15587950463008513,1.1433844205483514
0.005902874302487119,0.15587660632350123,1.1434455058983293
0.005912586725426836,0.1558468486138667,1.143217429441547
0.005911794664797708,0.15589784214331615,1.1435473405754377
0.005894317358731904,0.15569292475325103,1.1419434590513438
0.005887818682347262,0.1558115835289192,1.1427656354012523
0.005874908819540188,0.15566701845371508,1.1420496889057716
0.005914154562565839,0.15592236573733015,1.143743194607792
0.005875164058192568,0.15560693017918603,1.1416803674300713
0.005889489728131767,0.15578314749470995,1.1424967076438124
0.005905698138301665,0.15584998312594261,1.14319827380666
0.005870592114202215,0.15565395878202867,1.1419796509626663
0.005893705217877914,0.15568527000169607,1.1418536343657502
0.005913250545038031,0.15583004863885433,1.143101066814813
0.005911831042081227,0.1558715876753323,1.1434143185145536
0.005907935080806988,0.15580830601432322,1.142863378047795
0.0059161684129294175,0.15586659384050122,1.143387362632365
0.005912381954565566,0.1558384201924722,1.14314375577782
0.005903298108600172,0.1558165631083487,1.142928394466003
0.005908436495214372,0.155777603145232,1.142665069289524
0.005887931240592922,0.1557474137008565,1.1422829391766895
0.005911069473108504,0.15585900780613998,1.143332822643068
0.005901666831499471,0.15580526420992524,1.1428875681397996
0.00590724357257485,0.15581965800649447,1.1430163698558353
0.0059137463024048365,0.15584243061146646,1.143170138493001
0.005904234362628681,0.155820715939443,1.1430813726612805
0.005902794999882273,0.15586809914949667,1.1433879933032747
0.005908284319837989,0.15585094856284804,1.1432716464557153
0.005904031260219999,0.1558450553696663,1.1432075640923998
0.0059136674613273895,0.1558823524747518,1.143385351648812
0.005912784795221451,0.15584902916220136,1.1432246709802947
0.005887634144508399,0.15573773918576225,1.1422525118590208
0.005915542915668703,0.15586415670800224,1.143369266002802
0.005913042967810131,0.15581561780054248,1.1430311189873668
0.0059200473501545186,0.15592768775161514,1.1437995277897477
0.005908419717903761,0.15585725167030168,1.1432839747921393
0.0059105452149787446,0.15584516349753066,1.1431992665156951
0.005908560888297362,0.15586094670708936,1.1433466606097424
0.005909285141059039,0.15586008635022536,1.1433555134501454
0.005908432587614234,0.1558588400988157,1.1432871154790991
0.005910498618821336,0.15579497939096196,1.1428690515456703
0.005909242390114142,0.15581337525757893,1.1429547235324493
0.005909439359397289,0.1558176934938989,1.1429906026189893
0.005909766144630243,0.15587349252374183,1.1434482963929655
0.005912964830436455,0.15580440363248266,1.142935095524403
0.00590928946550262,0.1558769465265549,1.143429877250362
0.005906940981025318,0.1558592714033006,1.1432851493315819
0.005907647590388203,0.15584529098055738,1.1432892891803719
0.005915177954664834,0.15581957200091848,1.1430144531307111
0.005914364526571984,0.15575193524428682,1.1425554257811965
0.005914545930355074,0.15592018183717182,1.1436916498375538
0.005883233353367046,0.15568598290900643,1.1422565214072142
0.005908949716526412,0.15577423552719197,1.1426643330459225
0.005921063796952659,0.15587918632303358,1.143423053716858
0.005922049308543843,0.15587584745624017,1.1433879926979365
0.005896189410403333,0.15579113719402105,1.1426116468412937
0.005877068560740078,0.1557155716641119,1.142463853453143
0.0058856484316128724,0.15572721521969346,1.1424852850458715
0.005910749046359767,0.15586918465850877,1.143393853201524
0.005902963843613793,0.1557961979051903,1.1428746041675633
0.005922974276716145,0.15582050242825596,1.1430298085949386
0.005910525211266547,0.15582241717230116,1.1430453560548561
0.005884272688898437,0.15567523079313936,1.1420922008838177
0.005912840578883397,0.15584084643497906,1.1432640498930662
0.00591298359036904,0.15583117160168775,1.1430785704646844
0.0058899554256241216,0.15571149988760147,1.1419972273554597
0.0058777678617898685,0.15561436431305725,1.1417767413963662
0.005912607643279989,0.1558081771020088,1.1429227312139434
0.005917203147176552,0.15587108854419401,1.1434056490316442
0.005895609603617199,0.15575638845112888,1.142337555746247
0.005879970419819176,0.15558796897176777,1.1415597657964942
0.005919436733399944,0.1558511335929503,1.1432685744270128
0.005911396693866837,0.15587155859999222,1.1434169775440202
0.005915427248854213,0.15583053447734616,1.1431146240593706
0.005911958551387736,0.15586449998667185,1.1434068130591737
0.005912457751317389,0.15577632329802565,1.142773663258122
0.005915030791838494,0.15581404654968892,1.1429877770270704
0.005917020517914808,0.15589985715783514,1.1436491294734787
0.005922842172652653,0.15588880308752456,1.143515900685476
0.005918256109788357,0.15579843390267617,1.1428879180801388
0.005917451287553204,0.15585777638695864,1.1432769306904773
0.005912216898125409,0.15584623182559126,1.1431636808540382
0.005913275493542163,0.15576178811933034,1.1426931747385538
0.0059178078263611095,0.1558076460402037,1.1428489754267952
0.0059211695537833816,0.1558968047062461,1.1436614507131957
0.0059167368275449906,0.15578661350939765,1.1427209503705884
0.005916904727307663,0.15581839402802017,1.1429939068525896
0.005916659761898465,0.15587720379489903,1.1434013103871172
0.005916504226032346,0.15578567372138,1.1428077454197894
0.005920069621134572,0.1558522646012275,1.1432208625990987
0.005911126810238672,0.15579079588442984,1.1428346561355238
0.005887113757164658,0.1556105953078036,1.1417248626202323
0.005910421875513979,0.15586975779443604,1.1433448728451132
0.005883284842605732,0.1555282019229812,1.1411329060072195
0.005883893569100053,0.15565360211318463,1.1420023865837625
0.005916510551057131,0.15582496784260566,1.1430465733752428
0.005915453426954745,0.15581988220899262,1.1430420727618409
0.005917460202055751,0.15579727840346874,1.1427993640828311
0.005920634734535176,0.15588821523768215,1.1434871209112776
0.0058808452028044364,0.1556277594104705,1.1418359467578125
0.0059196448045853774,0.15581656536374333,1.142989644005858
0.005917899928621757,0.15573956301743752,1.142416915364302
0.005911058453405511,0.1557507673842741,1.1425394018135733
0.005913523821575046,0.15576280230898448,1.1426023851531741
0.005915363830778452,0.15579838012014366,1.14289556230544
0.005915236745077779,0.1557754326196955,1.1427066231326461
0.005922030942507006,0.15578059684080234,1.142756411109524
0.005886470766556107,0.15568767795443927,1.1421880255030592
0.005916366449392108,0.15577733311753666,1.1426629373241908
0.005919109310215822,0.155784257806065,1.1427803508512933
0.00587968939108901,0.1552823438094563,1.1387091912129155
0.005914602875310847,0.15581939188537752,1.143053913555473
0.00591953265866938,0.155883600218781,1.1433560057003445
0.0059147005910524415,0.1558106310377372,1.1429243257446458
0.005915807694516429,0.1558034262792546,1.1428923248107423
0.005913201403910584,0.15577005371034205,1.142654790543982
0.005916160983178498,0.15581352811773788,1.14296919166819
0.00591647371851393,0.1557601137862788,1.1425713566825373
0.0059177415194203034,0.15577255743347365,1.142622062322714
0.00591893968798099,0.1558288432392376,1.1430531912170878
0.005893220993299503,0.15558543908661124,1.141462285197807
0.005921818112756606,0.15570679186889616,1.1421095345460857
0.0059184632087741895,0.15575642252050645,1.1425142002457311
0.005873992218898354,0.15537153286685604,1.139312918923487
0.005920859335786748,0.1558265115881669,1.1430057035374699
0.005882410675582894,0.15565317955993185,1.141967958338917
0.005920511827761457,0.15569969042506457,1.1421264857118447
0.005917283824650568,0.15585961083583794,1.1433232631677326
0.0059147549937251884,0.15576089538434257,1.1426220334150545
0.005918042431786959,0.1557677464768852,1.1426166182694333
0.005919533169796137,0.155741628857242,1.1424273374594063
0.005890409472716749,0.15562849148980654,1.141792037157167
0.0059187974623741944,0.15584261846068106,1.1431272601877058
0.005912548114606589,0.15582602218084607,1.1430658719815698
0.005921236797238127,0.15572765587635282,1.1423150472842365
0.005886070121656575,0.1556278242460776,1.141804689574705
0.005912982513007674,0.15580735157762132,1.1429048910985107
0.0059170515046478,0.15577501218540463,1.1426383199023589
0.005916486398204823,0.15585316735547092,1.1432830282333168
0.005919723180202417,0.15580362745436785,1.1429016098484257
0.005919558970830462,0.1558586726292058,1.1433067663309018
0.005910224801760784,0.15582312982323657,1.1430117083761093
0.005920499619917801,0.15581333467682856,1.1429606434952273
0.005922608306787865,0.15577761470187415,1.1426994357442335
0.0059226122585307635,0.1558075578653327,1.1428636996042765
0.005922018267663457,0.15574053098317403,1.142366966847334
0.005924322479017557,0.15581886813340867,1.1429349436146536
0.005916022001581226,0.15583643426957897,1.1431187058219763
0.005922007085314185,0.15576668771203328,1.1425402320105342
0.005923217614131505,0.15580145958782007,1.1428111788141389
0.005917332666601522,0.1558181536656676,1.1430120999521145
0.0059200973293403346,0.1557515942767416,1.1425286692814667
0.005918572072035279,0.15582125237237723,1.1430097804786887
0.005926359874627261,0.1558278694463588,1.1430109369844887
0.005926498957373414,0.15585262005725237,1.1431682338799376
0.005925054349241117,0.15585184589826964,1.1431464392271111
0.005914548282125775,0.15579300967232032,1.1427259532005543
0.005925222729317488,0.15588210931764546,1.143466079048748
0.00591814993142973,0.15584591900659886,1.1431442731135035
0.005919489359794588,0.15586344219867856,1.1432719858870577
0.0059261530172920905,0.1558494980087468,1.1432149492531187
0.005917732814461556,0.15572643247785187,1.1422560497981593
0.005915819906902654,0.15586313438995206,1.1433223996349489
0.005921002400717058,0.15582245412662815,1.1430161909500212
0.0059181919791625025,0.15579568136236932,1.1427379607000692
0.0058909407871018185,0.15547218532965232,1.1399999676093537
0.005921329128708499,0.15577330158068856,1.142644979346206
0.005917408336329251,0.15579681482335447,1.1428439832598327
0.005878651436005646,0.15534005568928008,1.1390146467517028
0.005928666358090224,0.15580724875973062,1.1428491619571048
0.005895971251033256,0.15562062905428292,1.141759963050996
