646,354,2.0172500610351562
646,354,2.1072731018066406
646,354,2.127242088317871
647,354,2.127242088317871
647,354,2.169656991958618
646,354,2.2073099613189697
646,354,2.237283945083618
647,354,2.27721905708313
647,354,2.317305088043213
647,354,2.36729097366333
646,354,2.407226085662842
646,354,2.447258949279785
646,354,2.4772369861602783
646,354,2.517338991165161
646,354,2.5572190284729004
646,354,2.607246160507202
647,353,2.638066053390503
647,353,2.6772820949554443
647,352,2.7073490619659424
648,352,2.7472591400146484
651,353,2.7972991466522217
655,353,2.8380470275878906
665,353,2.877553939819336
672,354,2.907992124557495
679,355,2.9372971057891846
688,357,2.9872610569000244
697,359,3.0271549224853516
708,362,3.0772359371185303
733,371,3.107283115386963
745,377,3.147500991821289
755,383,3.177238941192627
763,388,3.2172601222991943
770,393,3.2575249671936035
775,397,3.307223081588745
782,402,3.3477089405059814
783,403,3.377676010131836
783,403,3.4172489643096924
781,402,3.457412004470825
779,400,3.4971699714660645
777,398,3.517177104949951
774,396,3.5571939945220947
771,394,3.5774691104888916
768,391,3.61719012260437
764,389,3.6672511100769043
760,386,3.7072949409484863
751,381,3.747655153274536
746,378,3.787245035171509
741,375,3.81722092628479
736,373,3.8572330474853516
730,370,3.907336950302124
724,368,3.917283058166504
718,365,3.9572651386260986
712,363,3.997206926345825
705,361,4.047896146774292
692,358,4.087244987487793
685,356,4.117501974105835
678,355,4.147318124771118
671,354,4.187222957611084
664,353,4.2372119426727295
656,353,4.287187099456787
640,353,4.317189931869507
631,353,4.3572211265563965
621,354,4.387228012084961
611,355,4.427260160446167
599,357,4.467190980911255
588,360,4.517367124557495
560,370,4.547407150268555
546,376,4.588142156600952
534,383,4.617702007293701
525,389,4.667250156402588
517,395,4.707230091094971
510,400,4.757286071777344
502,407,4.788130044937134
499,409,4.817476987838745
499,410,4.857320070266724
499,409,4.897226095199585
501,408,4.948549032211304
506,404,4.988209962844849
509,401,5.027209997177124
512,398,5.057528972625732
516,395,5.097761154174805
520,392,5.137179136276245
525,389,5.187333106994629
536,382,5.227298021316528
541,379,5.2572619915008545
548,376,5.287225961685181
554,372,5.32721209526062
561,369,5.377140998840332
569,366,5.417187929153442
584,361,5.4584901332855225
592,359,5.487350940704346
600,357,5.527992010116577
608,355,5.5771870613098145
617,354,5.617170095443726
626,353,5.657931089401245
644,352,5.6972479820251465
654,353,5.727566957473755
664,353,5.758281946182251
675,355,5.797205924987793
687,357,5.8472371101379395
699,360,5.887167930603027
728,369,5.927515983581543
742,376,5.967189073562622
754,382,5.997198104858398
764,389,6.037352085113525
773,395,6.077191114425659
780,400,6.127206087112427
790,409,6.16853404045105
792,411,6.197267055511475
794,413,6.237229108810425
794,413,6.267284154891968
794,412,6.317230939865112
792,411,6.367185115814209
787,406,6.398052930831909
784,404,6.427212953567505
780,401,6.467652082443237
777,398,6.507192134857178
772,394,6.557219982147217
763,388,6.598044157028198
758,385,6.637207984924316
752,381,6.667375087738037
747,378,6.70723295211792
741,375,6.757285118103027
734,372,6.797275066375732
721,366,6.837289094924927
714,364,6.867207050323486
707,362,6.907226085662842
700,360,6.947207927703857
693,358,6.987169981002808
685,356,7.037245035171509
670,354,7.06722092628479
662,353,7.107270956039429
653,353,7.1372950077056885
645,352,7.177535057067871
635,353,7.217129945755005
625,353,7.267280101776123
603,356,7.307213068008423
591,359,7.3374481201171875
578,363,7.377197980880737
563,368,7.407369136810303
549,375,7.457195997238159
536,382,7.507179021835327
516,395,7.547255039215088
509,401,7.577773094177246
503,405,7.6073081493377686
499,409,7.64732813835144
496,412,7.6972551345825195
495,414,7.737455129623413
495,413,7.777172088623047
497,411,7.807251930236816
499,409,7.847218036651611
502,407,7.887197971343994
505,404,7.9271399974823
508,402,7.967144012451172
516,395,8.007694959640503
520,392,8.04724407196045
525,389,8.077204942703247
530,386,8.117262125015259
535,382,8.157263040542603
541,379,8.207455158233643
554,373,8.237455129623413
560,370,8.277249097824097
568,367,8.317331075668335
575,364,8.347937107086182
582,362,8.397181987762451
590,359,8.437230110168457
606,356,8.477260112762451
615,355,8.517269134521484
623,354,8.547275066375732
632,353,8.587170124053955
641,352,8.637253046035767
650,352,8.677406072616577
670,354,8.717247009277344
682,356,8.747381925582886
694,358,8.787230968475342
707,362,8.827219009399414
722,367,8.867141008377075
737,373,8.917256116867065
762,387,8.957469940185547
771,394,8.98728895187378
779,400,9.017369031906128
786,405,9.057237148284912
791,409,9.097243070602417
794,413,9.14722204208374
797,416,9.187339067459106
797,416,9.217586994171143
796,415,9.247173070907593
794,413,9.297199964523315
792,410,9.337165117263794
789,408,9.3873450756073
785,405,9.3873450756073
782,402,9.427215099334717
777,398,9.47725510597229
773,395,9.517354011535645
763,388,9.557237148284912
757,384,9.587217092514038
752,381,9.617305040359497
746,378,9.667850971221924
739,374,9.70722508430481
732,371,9.757524967193604
718,365,9.787487030029297
710,363,9.82726001739502
703,361,9.857221126556396
695,358,9.897293090820312
687,357,9.93714714050293
679,355,9.98727011680603
662,353,10.027202129364014
653,353,10.057350158691406
643,352,10.097218990325928
633,353,10.137181043624878
623,354,10.177161931991577
612,355,10.228008031845093
588,360,10.257571935653687
574,364,10.297285079956055
559,370,10.327737092971802
545,377,10.367176055908203
533,384,10.417216062545776
523,390,10.457335948944092
514,397,10.467222929000854
507,402,10.497395992279053
502,407,10.527415990829468
498,410,10.57735013961792
496,412,10.617319107055664
494,414,10.667567014694214
495,414,10.667567014694214
496,413,10.697221040725708
498,411,10.728883981704712
500,409,10.777241945266724
503,406,10.817142963409424
506,404,10.857314109802246
513,398,10.897199153900146
517,395,10.927582025527954
521,392,10.95733094215393
525,389,11.007221937179565
530,386,11.047157049179077
535,382,11.097655057907104
547,376,11.127236127853394
553,373,11.167258977890015
560,370,11.198337078094482
567,367,11.237218141555786
574,365,11.287434101104736
581,362,11.327203035354614
596,358,11.367432117462158
604,356,11.398110151290894
613,355,11.43726110458374
621,354,11.477220058441162
629,353,11.517112970352173
638,353,11.56716513633728
657,353,11.607430934906006
667,354,11.637212991714478
679,355,11.667351961135864
691,357,11.717169046401978
704,361,11.7572660446167
718,365,11.797899961471558
749,379,11.837208032608032
761,387,11.86738896369934
771,394,11.907225131988525
780,400,11.94721508026123
787,406,11.987266063690186
792,411,12.02720308303833
799,417,12.07726502418518
800,419,12.10805606842041
801,419,12.137603998184204
800,418,12.177282094955444
798,417,12.22714114189148
793,412,12.267275094985962
790,409,12.308346033096313
787,406,12.338179111480713
784,403,12.377223014831543
780,400,12.417186975479126
776,397,12.467497110366821
771,394,12.477370977401733
767,390,12.517241954803467
762,387,12.55762505531311
757,384,12.60865592956543
746,378,12.647207021713257
740,375,12.677276134490967
734,372,12.71724009513855
728,369,12.757215023040771
722,367,12.79719614982605
708,362,12.847262144088745
701,360,12.877519130706787
694,358,12.917530059814453
687,357,12.957690954208374
680,355,12.997152090072632
673,354,13.047481060028076
657,353,13.078911066055298
649,352,13.107233047485352
640,352,13.147289991378784
631,353,13.187263011932373
621,354,13.237535953521729
610,355,13.247538089752197
598,357,13.297250986099243
586,360,13.33719801902771
572,365,13.377339124679565
557,371,13.38722014427185
543,378,13.41723108291626
531,385,13.44724702835083
520,392,13.487663984298706
512,398,13.53720998764038
505,404,13.577831983566284
496,413,13.61841106414795
493,415,13.65725302696228
492,416,13.68754506111145
492,416,13.727190971374512
493,415,13.767189979553223
495,413,13.80726408958435
500,409,13.857195138931274
503,406,13.887176036834717
506,403,13.917837142944336
510,400,13.967241048812866
514,397,14.007149934768677
519,393,14.057570934295654
523,390,14.057570934295654
528,387,14.08732795715332
534,383,14.11751413345337
539,380,14.157225131988525
545,377,14.207244157791138
552,374,14.247267007827759
559,370,14.288025140762329
566,367,14.297263145446777
573,365,14.317925930023193
581,362,14.357206106185913
589,360,14.39722204208374
597,358,14.437225103378296
605,356,14.487239122390747
622,354,14.527220010757446
631,353,14.557220935821533
640,353,14.589386940002441
650,353,14.637243032455444
660,353,14.677257061004639
670,354,14.717327117919922
695,358,14.758331060409546
708,362,14.789612054824829
723,367,14.82745909690857
739,374,14.867280960083008
753,381,14.907524108886719
764,389,14.92781114578247
774,396,14.96720004081726
783,402,15.017261981964111
789,408,15.05774712562561
798,417,15.089313983917236
800,419,15.12738299369812
802,421,15.157663106918335
802,421,15.19716501235962
801,420,15.24724292755127
799,418,15.287133932113647
795,413,15.327261924743652
792,411,15.36725902557373
788,407,15.397294998168945
785,404,15.427941083908081
780,401,15.477365016937256
776,397,15.517169952392578
771,393,15.55728793144226
760,386,15.597430944442749
754,382,15.63752007484436
748,379,15.667298078536987
742,376,15.707299947738647
735,372,15.747218132019043
728,369,15.79933500289917
721,366,15.83735704421997
713,364,15.83735704421997
705,361,15.867187976837158
698,359,15.907424926757812
690,357,15.947159051895142
681,356,15.987142086029053
673,354,16.0280499458313
664,353,16.037337064743042
655,353,16.067209005355835
646,352,16.09722399711609
636,353,16.1372230052948
626,353,16.18721294403076
615,354,16.22715997695923
592,359,16.267264127731323
579,363,16.307242155075073
564,368,16.337208032608032
550,375,16.377198934555054
537,381,16.41719913482666
526,388,16.467314958572388
510,400,16.507317066192627
504,405,16.53721809387207
500,409,16.567517042160034
497,411,16.617166996002197
495,413,16.657238960266113
495,413,16.69752597808838
498,411,16.73779606819153
500,409,16.778393983840942
502,407,16.80726408958435
505,404,16.84726095199585
508,401,16.89759397506714
512,398,16.937891006469727
520,392,16.97725200653076
525,389,17.007616996765137
529,386,17.037538051605225
535,383,17.077218055725098
540,380,17.12722897529602
546,377,17.16715407371521
559,370,17.20744800567627
566,367,17.247225046157837
573,365,17.277270078659058
580,362,17.317217111587524
588,360,17.36763095855713
596,358,17.407308101654053
612,355,17.44718599319458
620,354,17.477259159088135
629,353,17.507281064987183
637,353,17.55715799331665
646,352,17.59726905822754
666,353,17.64725613594055
676,355,17.678661108016968
688,357,17.707224130630493
700,360,17.757241010665894
714,364,17.797138929367065
729,370,17.837162971496582
756,383,17.878080129623413
766,390,17.9172260761261
775,397,17.94930410385132
783,403,17.987244129180908
789,408,18.037189960479736
793,412,18.077554941177368
798,417,18.117198944091797
799,418,18.147666931152344
799,417,18.1872820854187
797,416,18.22727394104004
796,414,18.267241954803467
793,412,18.287249088287354
790,409,18.32726001739502
787,406,18.367260932922363
783,403,18.387294054031372
779,399,18.427216053009033
774,396,18.467108964920044
769,392,18.517210960388184
758,385,18.55725598335266
752,381,18.587337017059326
746,378,18.617538928985596
739,374,18.657197952270508
732,371,18.707237005233765
725,368,18.747334957122803
710,363,18.78731608390808
702,360,18.818989038467407
694,358,18.85723614692688
685,356,18.898131132125854
677,355,18.93709111213684
668,354,18.988152027130127
650,353,19.017712116241455
640,352,19.05736207962036
630,353,19.087244033813477
619,354,19.127259969711304
607,356,19.177217960357666
595,358,19.217157125473022
581,362,19.25722098350525
566,367,19.25722098350525
552,374,19.287285089492798
539,380,19.327219009399414
528,387,19.36713695526123
519,393,19.407247066497803
511,399,19.457396984100342
501,408,19.487606048583984
498,410,19.527190923690796
496,412,19.55725598335266
496,412,19.597254991531372
497,412,19.647366046905518
498,410,19.687521934509277
