timestamp,hz_camera_info,height,width
1662439042.359513,0.8710224322898712,0,0
1662439042.396943,26.716503283585894,0,0
1662439042.468243,14.025286487679441,0,0
1662439042.551376,12.028885587606041,0,0
1662439042.666945,8.652848693399019,0,0
1662439042.764139,10.288705566635024,0,0
1662439042.926633,6.154075495672358,0,0
1662439042.980011,18.73427310571546,0,0
1662439043.028792,20.49981916110302,0,0
1662439043.079905,19.56444510784387,0,0
1662439043.11308,30.143187730872608,0,0
1662439043.196209,12.029506579324744,0,0
1662439043.246285,19.969643010179304,0,0
1662439043.380294,7.46217853489303,0,0
1662439043.426077,21.842261765272593,0,0
1662439043.467561,24.10561101628189,0,0
1662439043.569944,9.76725621470571,0,0
1662439043.662261,10.832228839429142,0,0
1662439043.714487,19.1475266146851,0,0
1662439043.78361,14.466958468282957,0,0
1662439043.83455,19.63101606780962,0,0
1662439043.904472,14.301607706077913,0,0
1662439043.98136,13.005956755382321,0,0
1662439044.031384,19.990391581194952,0,0
1662439044.108217,13.0152392005238,0,0
1662439044.156031,20.914423623507822,0,0
1662439044.19242,27.480747181036122,0,0
1662439044.28652,10.626992733427247,0,0
1662439044.369803,12.007259943775514,0,0
1662439044.433443,15.713358758607255,0,0
1662439044.51031,13.009506735359162,0,0
1662439044.631047,8.282459992733132,0,0
1662439044.687924,17.581830909753982,0,0
1662439044.748852,16.412786488802627,0,0
1662439044.810111,16.32412362467356,0,0
1662439044.887582,12.908052945647926,0,0
1662439044.955274,14.772785387484547,0,0
1662439045.016946,16.214821143460224,0,0
1662439045.1671,6.659834770582622,0,0
1662439045.199898,30.489615817976958,0,0
1662439045.241259,24.177310483568807,0,0
1662439045.287582,21.5876309884092,0,0
1662439045.3481,16.52400219043379,0,0
1662439045.425597,12.903724395931652,0,0
1662439045.491331,15.212793198626088,0,0
1662439045.606124,8.71134594455383,0,0
1662439045.654232,20.786519972247003,0,0
1662439045.709279,18.166282635435977,0,0
1662439045.760031,19.703686304722623,0,0
1662439045.884528,8.032326141660507,0,0
1662439045.94368,16.905563034558366,0,0
1662439046.019362,13.213194595394933,0,0
1662439046.061167,23.920567117022067,0,0
1662439046.095503,29.123875124986114,0,0
1662439046.208267,8.868087769522544,0,0
1662439046.256917,20.55497346277683,0,0
1662439046.357956,9.897175002595638,0,0
1662439046.391351,29.94455589745054,0,0
1662439046.481011,11.153254392239557,0,0
1662439046.513964,30.346228701660458,0,0
1662439046.611953,10.205218542272917,0,0
1662439046.650096,26.217185575967445,0,0
1662439046.729954,12.522216815097224,0,0
1662439046.789867,16.69089071323117,0,0
1662439046.876319,11.567111410180747,0,0
1662439048.845168,0.5079109202862889,0,0
1662439048.90524,16.64670582632164,0,0
1662439048.945152,25.05513043374372,0,0
1662439048.997108,19.247078042759007,0,0
1662439049.053549,17.717595076268,0,0
1662439049.092727,25.524597745916605,0,0
1662439049.15072,17.24347969084032,0,0
1662439049.206122,18.04987670684632,0,0
1662439049.244859,25.81507308816741,0,0
1662439049.316618,13.935537030822749,0,0
1662439049.360645,22.713288530999712,0,0
1662439051.331368,0.507428006761829,0,0
1662439051.381747,19.84952556730792,0,0
1662439051.434668,18.89607013655183,0,0
1662439051.494022,16.848112858910294,0,0
1662439051.537133,23.195889857925795,0,0
1662439051.58112,22.73397111032819,0,0
1662439051.626035,22.264296368645393,0,0
1662439051.672733,21.41415049064156,0,0
1662439051.747812,13.319310011940146,0,0
1662439051.800211,19.084362785914813,0,0
1662439051.845404,22.127341693352253,0,0
1662439051.89434,20.434799978563042,0,0
1662439053.824137,0.5181892365540319,0,0
1662439053.873191,20.385636798413593,0,0
1662439053.912322,25.55523466583804,0,0
1662439053.955881,22.957328954570333,0,0
1662439054.005703,20.071513341755676,0,0
1662439054.058137,19.071606554991725,0,0
1662439054.123029,15.410207328319439,0,0
1662439054.212985,11.11654028724924,0,0
1662439054.26048,21.054897393678967,0,0
1662439054.32864,14.671349218564172,0,0
1662439056.295232,0.5084938628123831,0,0
1662439056.347444,19.15268524564712,0,0
1662439056.379182,31.507928995860848,0,0
1662439056.427763,20.58422775479356,0,0
1662439056.504184,13.08540462292494,0,0
1662439056.539382,28.410726744382956,0,0
