time,Image_u,Image_v,time,camera_x,camera_y,camera_z,time,recognition
2.08974289894104,152,215,2.08974289894104,-0.18145112822088624,-0.028358758834360266,0.6105752202284043,2.1797780990600586,10.967565136443984
2.1797780990600586,152,215,2.1797780990600586,-0.18139407395492815,-0.02836492069810221,0.6103954532462004,2.2198259830474854,24.05984121885182
2.2198259830474854,152,215,2.2198259830474854,-0.18138687806355497,-0.028347427569010496,0.6103347829432788,2.2598800659179688,26.705106328791544
2.2598800659179688,152,215,2.2598800659179688,-0.18145216597265396,-0.028368367834104607,0.6105876812623794,2.2897961139678955,32.1545514481532
2.2897961139678955,152,215,2.2897961139678955,-0.1814136757391952,-0.028373255564235648,0.6104772641474602,2.331239938735962,27.45664142025779
2.331239938735962,152,215,2.331239938735962,-0.18124952465834826,-0.02835188463518054,0.6099107502024264,2.349756956100464,46.92402528388432
2.349756956100464,152,215,2.349756956100464,-0.18134659088617275,-0.02836223803980716,0.6102446872736424,2.389760971069336,23.485265379942103
2.389760971069336,152,215,2.389760971069336,-0.18142580633275637,-0.02836156010304477,0.6105124615575989,2.4297471046447754,32.87200909126533
2.4200940132141113,152,215,2.4297471046447754,-0.18135106039697418,-0.02835255742454979,0.6102652032398413,2.4497148990631104,48.341524134433634
2.4497148990631104,152,215,2.4497148990631104,-0.18142923835019714,-0.02836614612442672,0.6105156968039195,2.4998650550842285,20.126025661941824
2.4998650550842285,152,215,2.4998650550842285,-0.18130398932346325,-0.02834469149589754,0.6100880805278064,2.5198559761047363,39.66657524659775
2.5198559761047363,152,215,2.5198559761047363,-0.18147108165277537,-0.028362283894206693,0.6106653027919464,2.560007095336914,25.488147108331965
2.560007095336914,152,215,2.560007095336914,-0.18125720137794443,-0.028343302267897646,0.6099670835407569,2.5897130966186523,34.52670398419493
2.5897130966186523,152,215,2.5897130966186523,-0.18144363898232585,-0.02835762138497296,0.610569865592618,2.620271921157837,33.69839152861022
2.620271921157837,152,215,2.620271921157837,-0.18145155390857115,-0.028363578797199297,0.6105572615368375,2.6603500843048096,23.87549665858351
2.6603500843048096,152,215,2.6603500843048096,-0.18149599400597966,-0.02837560773526918,0.6107126452452788,2.689734935760498,40.70677523608024
2.689734935760498,152,215,2.689734935760498,-0.18141283214676152,-0.028361965777471045,0.6104238434138174,2.719788074493408,26.432634438079393
2.719788074493408,152,215,2.719788074493408,-0.1813888939252572,-0.028357910253970137,0.6103984482988171,2.7602579593658447,31.115938158402326
2.7602579593658447,152,215,2.7602579593658447,-0.18136566341124527,-0.02835248709128359,0.6102637705230415,2.779742956161499,35.42576247708979
2.779742956161499,152,215,2.779742956161499,-0.18139104567258554,-0.0283737818579016,0.61038536740671,2.819899082183838,27.19829844629471
2.819899082183838,152,215,2.819899082183838,-0.18130235413831686,-0.02834465615590656,0.6100751828852542,2.849729061126709,29.990375746308676
2.849729061126709,152,215,2.849729061126709,-0.18153796150290483,-0.028382372320492368,0.610858578091144,2.9005489349365234,23.456501800773996
2.9005489349365234,152,215,2.9005489349365234,-0.18133232658613838,-0.028347391821279346,0.6102045195887434,2.9200279712677,33.514482736577996
2.9200279712677,152,215,2.9200279712677,-0.18136108627250852,-0.028357599869350925,0.61030030768009,2.9597830772399902,33.06976157436609
2.9597830772399902,152,215,2.9597830772399902,-0.1814282387654259,-0.028355947626658114,0.6104941590835968,2.989717960357666,32.5003796860229
2.989717960357666,152,215,2.989717960357666,-0.18133519523095468,-0.028343395798904186,0.610197693488301,3.020071029663086,30.478316474828507
3.020071029663086,152,215,3.020071029663086,-0.18130826124038946,-0.028352943845656602,0.6101573839502932,3.0498149394989014,33.25355384481214
3.0498149394989014,152,215,3.0498149394989014,-0.18143141397730225,-0.02836704813206704,0.6105330594557116,3.0897269248962402,27.61899870277816
3.0897269248962402,152,215,3.0897269248962402,-0.18143150884951098,-0.028361562554251037,0.6105231029933633,3.119849920272827,29.469903390128227
3.119849920272827,152,215,3.119849920272827,-0.1812911860213717,-0.028338599101701233,0.6100518192553582,3.1598780155181885,23.46870785982464
3.1598780155181885,152,215,3.1598780155181885,-0.1814043669640532,-0.028355558371205528,0.6104329586293205,3.1897668838500977,38.74753110940719
3.1897668838500977,152,215,3.1897668838500977,-0.18147847934393413,-0.028369660628824175,0.6106611669957108,3.219928026199341,31.638648552829093
3.219928026199341,152,215,3.219928026199341,-0.18155707855467534,-0.028373695754049542,0.610909628111786,3.259861946105957,26.904155281017076
3.259861946105957,152,215,3.259861946105957,-0.18127334108374554,-0.02834058961358529,0.609962900125905,3.289803981781006,32.65930574805725
3.289803981781006,152,215,3.289803981781006,-0.18133856757287412,-0.02835505223192292,0.6102170596060285,3.3197429180145264,26.962959153499018
