timestamp,hz_camera_info,height,width
1690094486.718911,1.4509301850130536,0,0
1690094486.754751,27.90175886751284,0,0
1690094486.784827,33.24907251799473,0,0
1690094486.819867,28.53889282020576,0,0
1690094486.834557,68.07277448673213,0,0
1690094486.891641,17.518091109189857,0,0
1690094486.926065,29.04944419434152,0,0
1690094486.972255,21.649696750716185,0,0
1690094487.00567,29.92660877755025,0,0
1690094487.034826,34.29829338697675,0,0
1690094487.059166,41.084778967371605,0,0
1690094487.096466,26.80957250971569,0,0
1690094487.146558,19.963274805926673,0,0
1690094487.160993,69.27581137996532,0,0
1690094487.225024,15.61746318395919,483,483
1690094487.321865,10.326194479800877,483,483
1690094487.395622,13.558047446494202,483,483
1690094487.47179,13.128862623328493,483,483
1690094487.553114,12.296513894874478,483,483
1690094487.612625,16.803631308416833,483,483
1690094487.694803,12.168689799234071,483,483
1690094487.76149,14.995402315288196,483,483
1690094487.823232,16.196475185740102,483,483
1690094487.864311,24.343312168452332,483,483
1690094487.906677,23.60381775616784,483,483
1690094487.955299,20.566866893863242,483,483
1690094488.006774,19.4268881251679,485,485
1690094488.037678,32.35821356107421,483,483
1690094488.072096,29.054474923801607,483,483
1690094488.105159,30.245348870749083,485,485
1690094488.13725,31.16147965438079,485,485
1690094488.18304,21.83884992476192,485,485
1690094488.226929,22.784728710805936,483,483
1690094488.257694,32.504409553774856,483,483
1690094488.278621,47.78526670768109,485,485
1690094488.326678,20.80858875008682,485,485
1690094488.369376,23.42035200571786,485,485
1690094488.389214,50.40806662900958,483,483
1690094488.420087,32.39069896749581,483,483
1690094488.451847,31.486168559653482,485,485
1690094488.480281,35.16911647562908,485,485
1690094488.508249,35.75523843622662,485,485
1690094488.53794,33.68026145680261,483,483
1690094488.57056,30.656083263898026,483,483
1690094488.627886,17.444067824806712,483,483
1690094488.651861,41.71029654527735,483,483
1690094488.704925,18.845129781144554,483,483
1690094488.732076,36.83123315097603,483,483
1690094488.758606,37.69313862053471,483,483
1690094488.793601,28.575446246082574,483,483
1690094488.821987,35.2287857280844,483,483
1690094488.851918,33.410100366417076,483,483
1690094488.878153,38.11686871807921,483,483
1690094488.926969,20.485101270335875,483,483
1690094488.951018,41.581695069843065,483,483
1690094488.97976,34.792487889043734,485,485
1690094489.008397,34.91965066229301,485,485
1690094489.047841,25.352417794970986,483,483
1690094489.080012,31.083884833438322,483,483
1690094489.120559,24.662801500593886,483,483
1690094489.14016,51.01752764161386,483,483
1690094489.177535,26.755871958765518,483,483
1690094489.236605,16.929103920373592,483,483
1690094489.259609,43.47059677051593,485,485
1690094489.291432,31.423892114628206,485,485
1690094491.251468,0.5101947004660146,483,483
1690094491.299929,20.635166781462168,483,483
1690094491.325467,39.15701815805443,483,483
1690094491.355769,33.00132971399347,483,483
1690094491.401329,21.949019587321356,485,485
1690094491.425487,41.394153524268205,485,485
1690094491.472895,21.093546164561992,483,483
1690094491.495858,43.54822767198954,483,483
1690094491.537547,23.987052277003496,483,483
1690094491.563112,39.116118141885906,483,483
1690094491.601214,26.24540238156322,483,483
1690094491.620559,51.692823426465694,483,483
1690094491.661303,24.54345116534908,483,483
1690094491.696872,28.11440675125849,483,483
1690094491.7422,22.0614667655521,483,483
1690094491.759099,59.17471783295711,483,483
1690094493.742732,0.5041255006033682,485,485
1690094493.78405,24.20256203115984,485,485
1690094493.808379,41.10329958938879,483,483
1690094493.850589,23.691011172490143,483,483
1690094493.893793,23.145967960002427,485,485
1690094493.913681,50.28176848566223,485,485
1690094493.949902,27.608272666236623,483,483
1690094493.984957,28.526664444912978,485,485
1690094494.036191,19.51828601477028,485,485
1690094494.050127,71.75638130431807,483,483
1690094494.094489,22.541780424360987,485,485
1690094494.117772,42.94978291144425,485,485
1690094494.153625,27.89173948316908,483,483
1690094494.187601,29.432473018679914,483,483
1690094494.236314,20.52841417992629,483,483
1690094494.256207,50.2691132231504,483,483
1690094496.230827,0.5064265263264147,485,485
1690094496.275973,22.150362280572043,485,485
1690094496.293094,58.40835538225874,485,485
1690094496.33285,25.15339822127869,483,483
1690094496.380448,21.00923157066935,485,485
1690094496.407649,36.763439069498375,483,483
1690094496.44012,30.79676635363051,483,483
1690094496.470106,33.34900214677586,483,483
1690094496.521175,19.581342583298706,485,485
1690094496.538014,59.38585263634819,485,485
1690094496.582168,22.647918961532646,483,483
1690094496.611777,33.77355482369614,483,483
1690094496.655547,22.846784033466967,483,483
1690094496.69083,28.34218990728978,483,483
1690094496.72627,28.21672967991066,483,483
1690094496.758152,31.36561399310515,483,483
1690094496.806086,20.8619945287242,483,483
1690094496.819615,73.91625546313267,483,483
1690094496.850525,32.35197383644694,485,485
1690094496.876658,38.26570568378798,485,485
1690094496.924971,20.698302408211607,483,483
1690094496.941093,62.027565808932266,483,483
1690094496.969661,35.00416447593534,483,483
1690094497.016981,21.13276298154922,483,483
1690094497.049388,30.857487585065293,483,483
1690094497.097023,20.992932791447277,485,485
1690094497.129746,30.55959198542805,485,485
1690094497.148368,53.70015107674186,483,483
1690094497.181268,30.395049024225866,483,483
1690094497.213612,30.917537096144066,483,483
1690094497.24825,28.870087140870858,483,483
1690094497.285413,26.90847035727804,483,483
1690094497.314287,34.633329479959706,483,483
1690094497.350871,27.334250057023688,483,483
1690094497.387341,27.419844932860897,483,483
1690094497.433356,21.732032476515666,483,483
1690094497.448394,66.49814503598947,483,483
1690094497.50006,19.35508045573896,485,485
1690094497.526563,37.73179442430349,485,485
1690094497.556797,33.075237952543546,485,485
1690094497.587928,32.12229174484771,483,483
1690094497.617807,33.46848493069797,483,483
1690094497.652626,28.719847715040878,483,483
1690094497.682341,33.652967889981866,483,483
1690094497.72098,25.880700715153985,483,483
1690094497.748523,36.30677608116063,483,483
1690094497.801749,18.787812547593237,483,483
1690094497.841059,25.438833561785078,485,485
1690094497.865605,40.73959243934184,485,485
1690094497.906658,24.358863567728296,483,483
1690094497.931663,39.99183821356039,483,483
1690094497.977084,22.016303691689107,483,483
1690094498.006351,34.16809091279378,483,483
1690094498.038399,31.203207879838416,485,485
1690094498.062496,41.49900069258929,483,483
1690094498.094212,31.529719530621602,483,483
1690094498.141367,21.206702328826687,483,483
1690094498.180918,25.283798202412456,483,483
1690094498.215081,29.271435550282643,483,483
1690094498.248513,29.91145595618439,483,483
1690094498.28013,31.62862809269216,485,485
1690094498.314318,29.250001743435963,483,483
1690094498.35049,27.64557696237073,483,483
1690094498.380115,33.75534380633531,483,483
1690094498.412992,30.416429773162385,483,483
1690094498.432313,51.75724968533281,483,483
1690094498.463436,32.13065827070837,483,483
1690094498.496274,30.45242607073105,483,483
1690094498.530507,29.211499888566973,485,485
1690094498.570753,24.847183716025686,485,485
1690094498.592057,46.93977953108388,485,485
1690094498.626464,29.063937413815804,483,483
1690094498.661029,28.930823509936058,483,483
1690094498.703888,23.33240989525097,483,483
1690094498.736891,30.300191439407623,483,483
1690094498.759835,43.58442961946921,483,483
1690094498.784456,40.6157183251346,483,483
1690094498.832618,20.763264457491363,483,483
1690094498.878014,22.02832908799664,483,483
1690094498.899235,47.12330490860269,483,483
1690094498.936165,27.078194401404815,485,485
1690094498.964484,35.31212850864638,485,485
1690094499.009591,22.169446015444546,483,483
1690094499.03885,34.17755722329512,485,485
1690094499.073234,29.0832842175333,485,485
1690094499.095057,45.82336232137395,485,485
1690094499.12947,29.058702083290033,483,483
1690094499.160381,32.35097570381797,483,483
1690094499.204797,22.514434173940117,483,483
1690094499.233066,35.37437272811612,483,483
1690094499.280821,20.940214379502642,483,483
1690094499.299799,52.692923277930625,485,485
1690094499.327095,36.6353154915799,485,485
1690094499.361925,28.711000978868757,483,483
1690094499.392632,32.56573624752514,483,483
1690094499.419428,37.3188600510717,483,483
1690094499.4605,24.347551489539555,483,483
1690094499.500019,25.304238182860246,483,483
1690094499.515853,63.15581521411793,483,483
1690094499.55818,23.62548934564278,483,483
1690094499.59109,30.386020835446338,483,483
1690094499.622404,31.934460678691345,483,483
1690094499.663398,24.39385603201098,483,483
1690094499.699066,28.036416625446183,483,483
1690094499.737111,26.284546884498003,483,483
1690094499.764807,36.106434812551115,483,483
1690094499.793779,34.51619115020944,483,483
1690094499.82986,27.715359962996,485,485
1690094499.858708,34.66452887261668,485,485
1690094499.911121,19.079240888662458,483,483
1690094499.940076,34.53608569993495,483,483
1690094499.993588,18.687446813250464,485,485
1690094500.021301,36.08406961638721,485,485
1690094500.043877,44.29511036012251,483,483
1690094500.082833,25.66987771888809,483,483
1690094500.104646,45.84439829489562,483,483
1690094500.137368,30.560482637016744,483,483
1690094500.171842,29.00725474601473,483,483
1690094500.204386,30.727726943054527,483,483
1690094500.239475,28.49894682484678,483,483
1690094500.29222,18.95910572302908,485,485
1690094500.326809,28.911081088532907,483,483
1690094500.366075,25.467254423354827,483,483
1690094500.399189,30.19874721002232,483,483
1690094500.431888,30.58187386073642,483,483
1690094500.465644,29.624556793942734,483,483
1690094500.496794,32.10262297842377,485,485
1690094500.528308,31.731999788166046,485,485
1690094500.567019,25.832403335673725,483,483
1690094500.601866,28.69685753186598,483,483
1690094500.636354,28.99562401056321,483,483
1690094500.67443,26.263315424979023,483,483
1690094500.707055,30.651154633148202,483,483
1690094500.741035,29.42916883007536,485,485
1690094500.769793,34.77287348698392,485,485
1690094500.801082,31.960254505276794,483,483
1690094500.836801,27.9961820087173,483,483
1690094500.866835,33.295525989902515,483,483
1690094500.898845,31.240393567656543,483,483
1690094500.936307,26.693719093472158,483,483
1690094500.979808,22.987903999298464,483,483
1690094501.003827,41.6337015971333,483,483
1690094501.047081,23.119303274170434,485,485
1690094501.08245,28.27341116833392,483,483
1690094501.129684,21.171164077248452,483,483
1690094501.161343,31.58646865680634,483,483
1690094501.193184,31.406244852115314,483,483
1690094501.230002,27.160607669692926,483,483
1690094501.260296,33.009640886804185,483,483
1690094501.289846,33.84113408799348,483,483
1690094501.316904,36.957476429641375,483,483
1690094501.354566,26.55194155704392,485,485
1690094501.375345,48.12575585464643,485,485
1690094501.420392,22.199014507174198,485,485
1690094501.438102,56.465367994507346,483,483
1690094501.498542,16.545316839182025,483,483
1690094501.510617,82.81609603917387,483,483
1690094501.546444,27.911971198317683,483,483
1690094501.571609,39.737603031738516,483,483
1690094501.609157,26.632530732500253,483,483
1690094501.638354,34.2501204465095,483,483
1690094501.686542,20.752066892610642,483,483
1690094501.713589,36.972788096224534,483,483
1690094501.752923,25.423259930051703,483,483
1690094501.78722,29.1570781080555,483,483
1690094501.81792,32.57332349629169,483,483
1690094501.845537,36.209610304401124,483,483
1690094501.874991,33.951254259788406,483,483
1690094501.90726,30.98949359419562,483,483
1690094501.940872,29.751267919335504,483,483
1690094501.992361,19.421580748375863,483,483
1690094502.00844,62.19311981020166,483,483
1690094502.053638,22.124890544061948,485,485
1690094502.086761,30.190487158816076,483,483
1690094502.12119,29.045219727712144,483,483
1690094502.152564,31.873548543984437,483,483
1690094502.174516,45.55411466988151,483,483
1690094502.21443,25.053783480276206,483,483
1690094502.26199,21.02608268456645,485,485
1690094502.294689,30.58209684357888,483,483
1690094502.326943,31.003925105149946,483,483
1690094502.348255,46.92192551656244,483,483
1690094502.394086,21.819309261349744,485,485
1690094502.415646,46.38177595930554,485,485
