timestamp,hz_camera_info,x_offset,y_offset
1689312663.581941,1.3359502555448746,0,0
1689312663.605111,43.159268177234466,0,0
1689312663.627829,44.0175889680649,0,0
1689312663.655333,36.35839112343967,0,0
1689312663.697922,23.48026938213412,0,0
1689312663.727059,34.32074560793395,0,0
1689312663.757495,32.85578655470084,0,0
1689312663.790196,30.580090115049796,0,0
1689312663.820662,32.82338946973017,0,0
1689312663.854856,29.24490308185748,0,0
1689312663.889876,28.555213637972823,0,0
1689312663.933005,23.18614460162413,437,81
1689312663.96455,31.700821561647356,437,81
1689312663.997574,30.280941139098857,437,81
1689312664.036517,25.678678568367435,437,81
1689312664.06157,39.91534069280548,437,81
1689312664.100959,25.38771260819563,437,81
1689312664.139159,26.178077916890313,437,81
1689312664.164382,39.64632820697022,437,81
1689312664.206641,23.663610667599453,437,81
1689312664.230917,41.19291698176211,437,81
1689312664.261919,32.25593700012305,437,81
1689312664.297404,28.180898310209294,437,81
1689312664.336037,25.884693713820216,437,81
1689312664.364543,35.080284034358456,437,81
1689312664.401272,27.22637014533959,437,81
1689312664.429136,35.88862839051938,437,81
1689312664.464375,28.37766486471858,437,81
1689312664.496757,30.881342953909588,437,81
1689312664.530445,29.684100270350605,437,81
1689312664.565046,28.900921262067016,437,81
1689312664.599197,29.2818575946495,437,81
1689312664.632697,29.850572912959933,437,81
1689312664.66847,27.95419949080924,437,81
1689312664.702848,29.08832667554372,437,81
1689312664.730802,35.77292576419214,437,81
1689312664.759729,34.56995911908216,437,81
1689312664.798121,26.04704771840922,437,81
1689312664.831083,30.337887785436845,437,81
1689312664.863236,31.10140220526624,437,81
1689312664.903119,25.07325354790115,437,81
1689312664.93217,34.422427943010966,437,81
1689312664.973917,23.9537635636779,437,81
1689312665.000997,36.92754133577503,437,81
1689312665.032458,31.78538463287283,437,81
1689312665.066987,28.96118764025548,437,81
1689312665.102561,28.11044984183154,437,81
1689312665.134097,31.70968912543849,437,81
1689312665.174238,24.912266947013297,437,81
1689312665.20327,34.444760160632015,437,81
1689312665.237527,29.191169510871077,437,81
1689312665.274806,26.824661038628804,437,81
1689312665.304735,33.412495718189135,437,81
1689312665.333525,34.734286234824516,437,81
1689312665.36567,31.10901458175723,437,81
1689312665.402442,27.194595190393756,437,81
1689312665.434652,31.046151340868548,437,81
1689312665.469501,28.695286897863404,437,81
1689312665.501004,31.743046778624567,437,81
1689312665.533732,30.554916916173116,437,81
1689312665.570662,27.078194401404815,437,81
1689312665.601358,32.57762450678845,437,81
1689312665.632951,31.652496773852736,437,81
1689312665.669536,27.333537527126275,437,81
1689312665.70393,29.075018369865102,437,81
1689312665.740507,27.339595215591697,437,81
1689312665.769867,34.059880628527345,437,81
1689312665.803116,30.075966068393843,437,81
1689312665.842393,25.46029780440576,437,81
1689312665.871177,34.74147884932369,437,81
1689312665.916544,22.04245255750645,437,81
1689312665.945901,34.063476594224085,437,81
1689312665.984316,26.0313669511249,437,81
1689312666.01291,34.97264260282996,437,81
1689312666.0431,33.123299138414396,437,81
1689312666.077719,28.885993305877328,437,81
1689312666.107387,33.70624492715189,437,81
1689312666.137968,32.70004521853024,437,81
1689312666.172106,29.292900792680797,437,81
1689312666.21233,24.860733083598085,437,81
1689312666.246522,29.24673839524165,437,81
1689312666.281639,28.47611547130869,437,81
1689312666.307038,39.371675850222005,437,81
1689312666.347429,24.758010058319364,437,81
1689312666.376772,34.07980629382561,437,81
1689312666.412964,27.630279115420848,437,81
1689312666.445567,30.67222441607067,437,81
1689312666.481546,27.79396582000835,437,81
1689312666.511642,33.22694720831485,437,81
1689312666.546211,28.927630989082232,437,81
1689312666.577054,32.422247130212966,437,81
1689312666.619097,23.785188923732996,437,81
1689312666.646327,36.72416842510791,437,81
1689312666.684522,26.181509478717363,437,81
1689312666.714618,33.22694720831485,437,81
1689312666.748102,29.86502613178394,437,81
1689312666.777776,33.699474538413334,437,81
1689312666.810056,30.97896478373907,437,81
1689312666.848208,26.210959811524738,437,81
1689312666.877602,34.020375056777624,437,81
1689312666.908489,32.376197423368765,437,81
1689312666.948684,24.878723530458508,437,81
1689312666.978663,33.35669352080865,437,81
1689312667.039022,16.567537248581946,437,81
1689312667.047601,116.56348831392602,437,81
1689312667.078057,32.83418139687808,437,81
