timestamp,hz_camera_info,height,width
1690249686.390877,1.2986506653786374,0,0
1690249686.415977,39.84064895466246,0,0
1690249686.450682,28.814355296332174,0,0
1690249686.484244,29.795439369183775,0,0
1690249686.515746,31.74400775000189,0,0
1690249686.555839,24.94204398139889,0,0
1690249686.594325,25.98347189354611,0,0
1690249686.640209,21.79413980701581,0,0
1690249686.68741,21.185921525841515,0,0
1690249686.739525,19.188346920662806,0,0
1690249686.785751,21.632835790103464,185,185
1690249686.83631,19.778948311554803,185,185
1690249686.939297,9.70995858403228,185,185
1690249686.996662,17.432250234823737,185,185
1690249687.04776,19.5701961077076,185,185
1690249687.21928,5.830224059537925,185,185
1690249688.502545,0.7792622032831427,185,185
1690249688.527663,39.81228643025287,185,185
1690249688.548458,48.088235631327315,185,185
1690249688.573023,40.70835557539817,185,185
1690249688.603593,32.71177663391047,185,185
1690249688.623294,50.758834349888666,185,185
1690249688.65024,37.111494527468835,185,185
1690249688.667086,59.36147869284006,185,185
1690249688.705766,25.85310288715205,185,185
1690249688.731899,38.26570568378798,185,185
1690249688.753342,46.635504458627054,185,185
1690249688.786536,30.125867294901813,185,185
1690249688.808483,45.56450701777256,185,185
1690249688.839605,32.13139670282528,185,185
1690249690.158864,0.7580013131231168,185,185
1690249690.183279,40.95840006249756,185,185
1690249690.203746,48.859036635797075,185,185
1690249690.228135,41.00204311061147,185,185
1690249690.261042,30.388662676964543,185,185
1690249690.275102,71.12485798104153,185,185
1690249690.301246,38.24965346173488,185,185
1690249690.32107,50.44383508923847,185,185
1690249690.349496,35.179145663314515,185,185
1690249690.367502,55.5367768759186,185,185
1690249690.406294,25.778422430641772,185,185
1690249690.431399,39.83270337518282,185,185
1690249690.470909,25.310040611403778,185,185
1690249690.509019,26.239983984384775,185,185
1690249691.817176,0.7644341182643682,185,185
1690249691.844028,37.24132297447281,185,185
1690249691.86469,48.397862986510965,185,185
1690249691.893192,35.08527261472571,185,185
1690249691.921033,35.91844005035411,185,185
1690249691.948229,36.769884894230685,185,185
1690249691.967679,51.41401586192525,185,185
1690249691.997394,33.652967889981866,185,185
1690249692.019499,45.23867766812274,185,185
1690249692.053696,29.242456355624967,185,185
1690249692.076908,43.080804034552536,185,185
1690249692.101362,40.89330876402742,185,185
1690249692.122087,48.250877172800166,185,185
1690249692.15249,32.89160046738133,185,185
1690249692.18028,35.9840768702814,185,185
1690249693.476962,0.7711990356481785,185,185
1690249693.500317,42.817370709896075,185,185
1690249693.522035,46.04520753971303,185,185
1690249693.54885,37.29231535240195,185,185
1690249693.582675,29.564001353332582,185,185
1690249693.603357,48.350997729028094,185,185
1690249693.629303,38.54173213875488,185,185
1690249693.650273,47.686930816895,185,185
1690249693.678124,35.90552583144288,185,185
1690249693.70675,34.9333200073293,185,185
1690249693.722727,62.58940802530852,185,185
1690249693.753766,32.21753324064615,185,185
1690249693.784728,32.29766524979979,185,185
1690249693.801604,59.25581001087832,185,185
1690249693.826119,40.79149606605526,185,185
1690249695.131987,0.7657740951229166,185,185
1690249695.156853,40.21577256819598,185,185
1690249695.175916,52.45765170843964,185,185
1690249695.202402,37.75556975812622,185,185
1690249695.23051,35.57720984282358,185,185
1690249695.251807,46.95501869556456,185,185
1690249695.286527,28.801889772430748,185,185
1690249695.295309,113.86735441835211,185,185
1690249695.332701,26.743759285354486,185,185
1690249695.352476,50.56912059029201,185,185
1690249695.373229,48.18546728703544,185,185
1690249695.393635,49.00517589877204,185,185
1690249695.418948,39.50554770650843,185,185
