time,Image_u,Image_v,time,camera_x,camera_y,camera_z,time,recognition
1.9294090270996094,639,383,1.9294090270996094,0.005024560717357224,0.0665779011301326,1.154576752471769,2.0893900394439697,6.345699035354208
2.0893900394439697,639,383,2.0893900394439697,0.005025029359916333,0.06658877696080936,1.1546702494910068,2.099346160888672,73.43740588997444
2.099346160888672,159,113,2.099346160888672,-0.33969512219946235,-0.12661906651889154,1.159892651760566,2.1715140342712402,15.142110355384194
2.1715140342712402,159,113,2.1715140342712402,-0.3394652500097393,-0.12652611124284538,1.1591074664527583,2.199381113052368,29.75232312341283
2.199381113052368,159,113,2.199381113052368,-0.33917381116750556,-0.12641027152538606,1.1581368252750095,2.2598471641540527,17.764796570973562
2.2598471641540527,159,113,2.2598471641540527,-0.3394190783363628,-0.12648985809923793,1.1589693619195818,2.2797160148620605,53.7689921288106
2.2797160148620605,159,113,2.2797160148620605,-0.33929200955237243,-0.1264475669051738,1.1585098915781415,2.2993881702423096,34.75126558680973
2.3098301887512207,159,113,2.2993881702423096,-0.3394412033832364,-0.12651705861369167,1.1590238070289505,2.31937313079834,70.64685868283645
2.31937313079834,159,113,2.31937313079834,-0.33938401182008954,-0.12648715589991044,1.158811028884868,2.3494081497192383,25.843704365507254
2.3494081497192383,159,113,2.3494081497192383,-0.3392595149294563,-0.1264339982279438,1.1583565642529594,2.389631986618042,34.064583197972844
2.389631986618042,159,113,2.389631986618042,-0.3397097317851439,-0.12661699040588983,1.1600379363181368,2.399402141571045,87.19966735966736
2.399402141571045,159,113,2.399402141571045,-0.3391212260479233,-0.12638156570835682,1.1579451794499425,2.4293301105499268,27.158497261036793
2.4293301105499268,159,113,2.4293301105499268,-0.33924374614949804,-0.12644029593367503,1.158354882599155,2.4494781494140625,87.4724504692388
2.4494781494140625,159,113,2.4494781494140625,-0.33916929788870004,-0.12640198230630642,1.1580678500811528,2.4908111095428467,20.83991593089639
2.4908111095428467,159,113,2.4908111095428467,-0.3394257363204565,-0.12651084283781444,1.1589370030492248,2.5199971199035645,38.59350932562869
2.5199971199035645,159,113,2.5199971199035645,-0.3393215007756728,-0.12646806025726426,1.158634960684542,2.5406570434570312,41.237061507000156
