timestamp,hz_positions,u,v
1690094791.830153,0.975148307587006,636,412
1690094791.94462,8.736149499384515,636,412
1690094791.979431,28.7265355322996,636,412
1690094792.018659,25.491864952745615,636,412
1690094792.062539,22.78943307651348,636,412
1690094792.083551,47.59223873822762,636,412
1690094792.110737,36.783428486235714,636,412
1690094792.137931,36.77278625284938,636,412
1690094792.172957,28.55035430096182,636,411
1690094792.214684,23.965260319056544,636,412
1690094792.256563,23.87835106716082,636,412
1690094792.290747,29.2534698489308,636,412
1690094792.343809,18.845891857403462,636,412
1690094792.374303,32.793107222717396,636,412
1690094793.458739,0.9221383793262502,636,412
1690094793.511526,18.944034687563516,636,412
1690094793.550089,25.931743990503513,636,412
1690094793.593938,22.80541766122762,636,412
1690094793.636256,23.630680473706153,636,412
1690094793.664864,34.95515496995608,636,412
1690094793.693255,35.222573060127644,636,412
1690094793.718493,39.62273276904474,636,412
1690094793.781368,15.904564362555314,636,412
1690094793.813049,31.564599638771824,636,411
1690094793.848052,28.56902317914626,636,412
1690094793.880358,30.954044619596903,636,412
1690094793.917842,26.67809870308296,636,412
1690094793.955856,26.305977684815264,636,412
1690094793.98391,35.64554208061733,636,412
1690094794.010613,37.44914285714286,636,412
1690094795.076163,0.9384823955566505,636,412
1690094795.117888,23.966492768860675,636,412
1690094795.154388,27.397277454079898,636,412
1690094795.198678,22.578426622740437,636,412
1690094795.230325,31.598604759788152,636,412
1690094795.2639,29.78401408850764,636,412
1690094795.2919,35.714441416893735,636,412
1690094795.320308,35.201289109708604,636,412
1690094795.366715,21.548480567186417,636,412
1690094795.41174,22.209829016833556,636,411
1690094795.44735,28.082030543857417,636,412
1690094795.476384,34.44249735171666,636,412
1690094795.504397,35.69772330737478,636,412
1690094795.545357,24.41401870790866,636,412
1690094795.578339,30.319466231015564,636,412
1690094795.606084,36.04251918433287,636,412
1690094796.672307,0.9378901862518484,636,412
1690094796.723351,19.5909460330509,636,412
1690094796.740165,59.4742708052692,636,412
1690094796.790642,19.810992083734813,636,412
1690094796.810256,50.98403977293447,636,412
1690094796.859318,20.382367662709385,636,412
1690094796.901603,23.649067412436004,636,412
1690094796.945376,22.845166315353737,636,412
1690094796.977476,31.152684626068613,636,412
1690094797.019525,23.781682514302563,636,411
