timestamp,hz_positions,u,v
1689320357.429701,1.2587735620289695,645,289
1689320357.551228,8.228627033220134,645,289
1689320357.609988,17.01840077579456,645,289
1689320357.658767,20.500620741566223,645,289
1689320357.726684,14.723830586418128,645,289
1689320357.766465,25.13772002900757,645,289
1689320357.813794,21.12871765938583,645,289
1689320357.859979,21.65204373457778,645,289
1689320357.915448,18.028076027061644,645,289
1689320357.955374,25.04630304188413,645,289
1689320358.004238,20.46501097828739,645,289
1689320358.048465,22.610559454884584,645,289
1689320358.089151,24.578544263371015,645,289
1689320358.129354,24.873707182844672,645,289
1689320358.186337,17.54909541262908,645,289
1689320358.234924,20.5816015584747,645,289
1689320358.281319,21.55412808205803,645,289
1689320358.344699,15.777847160832847,645,289
1689320358.388552,22.803433859068246,645,289
1689320358.431639,23.208853474988935,645,289
1689320358.477644,21.736762731979333,645,289
1689320358.51923,24.046599091868092,645,289
1689320358.577149,17.26548388424649,645,289
1689320358.620664,22.98059885488864,645,289
1689320358.668208,21.03314712106472,645,289
1689320358.709528,24.201305183227646,645,289
1689320358.757505,20.843333498981266,645,289
1689320358.801579,22.689083630855784,645,289
1689320358.841787,24.870609860950516,645,289
1689320358.882993,24.268379332291847,645,289
1689320358.930607,21.00218318745368,645,289
1689320358.972902,23.64346835928252,645,289
1689320359.014438,24.075585199811727,645,289
1689320359.054632,24.879313822025555,645,289
1689320359.106921,19.124477922267413,645,289
1689320359.15909,19.16844063195514,645,289
1689320359.201563,23.544458415663733,645,289
1689320359.247334,21.847836731292126,645,289
1689320359.302632,18.083807240759345,645,289
1689320359.348001,22.04152587353054,645,289
1689320359.392855,22.29459259771117,645,289
1689320359.437422,22.438072412907644,645,289
1689320359.48792,19.802761043228646,645,289
1689320359.533758,21.81601805906646,645,289
1689320359.577285,22.97417920094651,645,289
1689320359.625189,20.875077143596585,645,289
1689320359.674835,20.142649954377372,645,289
1689320359.717491,23.44339116437131,645,289
1689320359.759674,23.706142011767433,645,289
1689320359.799213,25.291573704458568,645,289
1689320359.845937,21.40224008164307,645,289
1689320359.891912,21.75096586165231,645,289
1689320359.935295,23.050439102669788,645,289
1689320359.979939,22.399487316421897,645,289
1689320360.028329,20.665464471181796,645,289
1689320360.067431,25.574088752850507,645,289
1689320360.113578,21.669830280798738,645,289
1689320360.160435,21.341583050088534,645,289
1689320360.218486,17.22619966815068,645,289
1689320360.268955,19.81417409132567,645,289
1689320360.317424,20.63171564335396,645,289
1689320360.363826,21.5508056560342,645,289
1689320360.4058,23.82423374911958,645,289
1689320360.453432,20.994298814213423,645,289
1689320360.492208,25.78920055583566,645,289
1689320360.53379,24.048805100683456,645,289
1689320360.582529,20.51746842378171,645,289
1689320360.62836,21.819309261349744,645,289
1689320360.666237,26.401188407986506,645,289
1689320360.726647,16.553609838304187,645,289
1689320360.763987,26.78081422076927,645,289
1689320360.806673,23.426892614975593,645,289
1689320360.846863,24.88182287371937,645,289
1689320360.887446,24.640923057038957,645,289
1689320360.937215,20.092763009767804,645,289
1689320360.983954,21.395471263077887,645,289
1689320361.024709,24.53684647739837,645,289
1689320361.070273,21.947181974684604,645,289
1689320361.11989,20.15436141637315,645,289
1689320361.165867,21.749950736872673,645,289
1689320361.215249,20.25030537410138,645,289
1689320361.262285,21.26034174257285,645,289
1689320361.311542,20.301666513390675,645,289
1689320361.364745,18.795979368045565,645,289
1689320361.407725,23.26653057601846,645,289
1689320361.452311,22.428593582058426,645,289
1689320361.495386,23.21540496709452,645,289
1689320361.539962,22.433511975439384,645,289
1689320361.589691,20.109043139736695,645,289
1689320361.635213,21.967412652605887,645,289
1689320361.6729,26.534304205072406,645,289
1689320361.715795,23.312697662785204,645,289
1689320361.76154,21.860362332436885,645,289
1689320361.808605,21.247202451812264,645,289
1689320361.85178,23.161561442163798,645,289
1689320361.889332,26.629656201390432,645,289
1689320361.937098,20.93540642391874,645,289
1689320361.986369,20.295968682406112,645,289
1689320362.032077,21.877922321791836,645,289
1689320362.074317,23.674296003206013,645,289
1689320362.123665,20.264198163116422,645,289
1689320362.167189,22.975941101713484,645,289
1689320362.212641,22.00117498950902,645,289
1689320362.256926,22.58097929957738,645,289
1689320362.313086,17.806276321152016,645,289
1689320362.358209,22.161714898630976,645,289
1689320362.403241,22.20641895826936,645,289
1689320362.447304,22.69473091865335,645,289
1689320362.488594,24.218912941801445,645,289
1689320362.531954,23.062733346163363,645,289
1689320362.582454,19.80201310596189,645,289
1689320362.632178,20.110971528303878,645,289
1689320362.67656,22.531729617353655,645,289
1689320362.721985,22.01422370582647,645,289
1689320362.770239,20.723664966994743,645,289
1689320362.820212,20.010896894575886,645,289
1689320362.870939,19.713317509928796,645,289
1689320362.923897,18.882884180765526,645,289
1689320362.974935,19.59323395727546,645,289
1689320363.018619,22.891673579880365,645,289
1689320363.065373,21.38859765425803,645,289
1689320363.118374,18.867509660238504,645,289
1689320363.169441,19.582165367197348,645,289
1689320363.223822,18.388730813578793,645,289
1689320363.270577,21.38816138375556,645,289
1689320363.31423,22.907927075709743,645,289
1689320363.360997,21.382600494506896,645,289
1689320363.407072,21.70369412117794,645,290
1689320363.456366,20.28644669510626,645,290
1689320363.497638,24.229545887803496,645,289
1689320363.54719,20.180834889047134,645,289
1689320363.595253,20.806008204731363,645,289
1689320363.638204,23.282286983069664,645,289
1689320363.682742,22.452726357825767,645,289
1689320363.729809,21.246341426349836,645,289
1689320363.770598,24.5164804975421,645,289
1689320363.819016,20.653456765806578,645,289
1689320363.870645,19.368934370208915,645,289
1689320363.911827,24.282429224801714,645,289
1689320363.966414,18.319417874332835,645,289
1689320364.011573,22.14393039475004,645,289
1689320364.054851,23.106439475322414,645,289
1689320364.107366,19.042167580721316,645,289
1689320364.156013,20.556283081748678,645,289
1689320364.205919,20.037664639477168,645,289
1689320364.251884,21.755704363792916,645,289
1689320364.303865,19.237808681613032,645,289
1689320364.354957,19.57247918766566,645,289
1689320364.40941,18.364496129461628,645,289
1689320364.454243,22.305025978100755,645,289
1689320364.509339,18.150088710026395,645,289
1689320364.558224,20.456227626098578,645,289
1689320364.601039,23.35631671854727,645,289
1689320364.65451,18.701695247777273,645,289
1689320364.706183,19.35249063359356,645,289
1689320364.751113,22.256853276731228,645,289
1689320364.793362,23.669219265822072,645,289
1689320364.84331,20.020735281482402,645,289
1689320364.885197,23.873865874344,645,289
1689320364.928935,22.863347705926923,645,289
1689320364.976248,21.135851243417573,645,289
1689320365.02174,21.98191890234635,645,289
1689320365.068414,21.42519857993002,645,289
1689320365.112702,22.57952055642587,645,289
1689320365.159104,21.550694926140014,645,289
