timestamp,hz_positions,u,v
1690190361.085342,1.0752781125494113,600,322
1690190361.206783,8.23444276259863,600,322
1690190361.214958,122.32571161922539,600,322
1690190361.222175,138.56306574165842,600,322
1690190361.252518,32.956469811735865,600,322
1690190361.259438,144.50659776055124,600,322
1690190361.29543,27.784023688237358,600,322
1690190361.30228,145.98531203229962,600,322
1690190361.336611,29.12812250425362,600,322
1690190361.343726,140.5503652570203,600,322
1690190361.350739,142.59065102838687,600,322
1690190361.387546,27.16870060888716,600,322
1690190361.396406,112.86843734022227,600,322
1690190361.402645,160.2775803431541,600,322
1690190361.791487,2.5717395263167253,600,322
1690190361.807349,63.04379978956862,600,322
1690190361.818308,91.24796588783013,600,322
1690190361.829364,90.44906409039938,600,322
1690190361.836824,134.0504330595417,600,322
1690190361.85132,68.98412855051726,600,322
1690190361.857871,152.64781453579357,600,322
1690190361.864318,155.1147928994083,600,322
1690190361.875147,92.34283701371612,600,322
1690190361.883241,123.55084246494638,600,322
1690190361.890529,137.21224810259093,600,322
1690190362.281075,2.560517292006625,600,322
1690190362.289501,118.68096545089273,600,322
1690190362.295643,162.80971974225605,600,322
1690190362.30298,136.2981834725246,600,322
1690190362.312856,101.25543780025589,600,322
1690190362.319902,141.92481304774472,600,322
1690190362.325494,178.82344915796205,600,322
1690190362.334627,109.49470056910144,600,322
1690190362.341791,139.58679446219384,600,322
1690190362.347711,168.914018766864,600,322
1690190362.353377,176.49080580685882,600,322
1690190362.358305,202.9272824035996,600,322
1690190362.366284,125.33030538456941,600,322
1690190362.375617,107.14514892964799,600,322
1690190362.39072,66.21261010955703,600,322
1690190362.393964,308.24604982729477,600,322
1690190362.785666,2.552961592095036,600,322
1690190362.797034,87.96594031165453,600,322
1690190362.806378,107.02212242606721,600,322
1690190362.819731,74.88892459871087,600,322
1690190362.827763,124.5006975570661,600,322
1690190362.836101,119.9332037058218,600,322
1690190362.842265,162.23664565040806,600,322
1690190362.850125,127.22348944430964,600,322
