timestamp,hz_positions,u,v
1690092834.475388,1.2125987803192773,636,411
1690092834.531293,17.88753081259969,636,412
1690092834.537732,155.304328507424,636,412
1690092834.546733,111.09856170370567,636,412
1690092834.582406,28.03229428433941,636,412
1690092834.614363,31.292135753560583,636,412
1690092834.64441,33.28125942265881,636,412
1690092834.686337,23.850922635125528,636,412
1690092834.72203,28.016752723653536,636,412
1690092834.739637,56.79567766658993,636,412
1690092834.785752,21.684842907440245,636,412
1690092834.81033,40.68703134245831,636,412
1690092834.847226,27.103216092741338,636,412
1690092834.885906,25.85310288715205,636,412
1690092834.91268,37.34976580170618,636,412
1690092834.945205,30.74552118457704,636,412
1690092834.97855,29.989518014571818,636,412
1690092835.014482,27.830296596111737,636,412
1690092835.052892,26.034921758129894,636,412
1690092835.080774,35.86530535460811,636,412
1690092835.122684,23.86069187577866,636,412
1690092835.146212,42.50237120505857,636,412
1690092835.183408,26.88466838876746,636,412
1690092835.225133,23.966492768860675,636,412
1690092835.249009,41.8831470996475,636,412
1690092835.285558,27.36046132369633,636,412
1690092835.322754,26.88466838876746,636,412
1690092835.348045,39.53943758896671,636,412
1690092835.385165,26.939752845361355,636,412
1690092835.419785,28.884998657089533,636,412
1690092835.45071,32.33626039827614,636,412
1690092835.484974,29.185278993549645,636,412
1690092835.528576,22.934733158355204,636,412
1690092835.555024,37.81002605223067,636,412
1690092835.586545,31.724799370693372,636,412
1690092835.617956,31.836049397709246,636,412
1690092835.659042,24.339215561113466,636,412
1690092835.687686,34.911221720963525,636,412
1690092835.729766,23.764300607379205,636,412
1690092835.754554,40.34187113466514,636,412
1690092835.78332,34.76336270130042,636,412
1690092835.825133,23.91592968291167,636,412
1690092835.854518,34.03114021209097,636,412
1690092835.888951,29.04180082119884,636,412
1690092835.923512,28.934415938299797,636,412
1690092835.948783,39.5711455365398,636,412
1690092835.994196,22.02011802011802,636,411
1690092836.020658,37.789927020452296,636,412
1690092836.051798,32.11294607651729,636,412
1690092836.077392,39.071663452850046,636,412
1690092836.107492,33.22273620176161,636,412
1690092836.14343,27.825680830596742,636,412
1690092836.173785,32.94352723102782,636,412
1690092836.216015,23.679775978681842,636,412
1690092836.244546,35.04979651867265,636,412
1690092836.278708,29.272252697402397,636,412
1690092836.312779,29.350501035660304,636,412
1690092836.338073,39.534965265668156,636,412
1690092836.38675,20.543596877051026,636,412
1690092836.415239,35.10112810899474,636,412
1690092836.446512,31.976579653574042,636,412
1690092836.483518,27.02271702294896,636,412
1690092836.513744,33.08384735521936,636,412
1690092836.552182,26.01602778811562,636,412
1690092836.586156,29.434331950848087,636,412
1690092836.617004,32.41698483607191,636,412
1690092836.663062,21.711670859603895,636,412
1690092836.682774,50.730593386390574,636,412
1690092836.721908,25.553210673815038,636,412
1690092836.749655,36.04004158825905,636,412
1690092836.784244,28.91088180759183,636,412
1690092836.828158,22.77186353074033,636,412
1690092836.849274,47.35741303194192,636,412
1690092836.883844,28.926832968957978,636,412
1690092836.922994,25.542784412357573,636,412
1690092836.949554,37.65050583028878,636,412
1690092836.986078,27.37921445496857,636,412
1690092837.022524,27.437782109821676,636,412
1690092837.053248,32.54804640515268,636,412
1690092837.086155,30.388662676964543,636,412
1690092837.12887,23.410939941951327,636,412
1690092837.155479,37.58134867301041,636,412
1690092837.188315,30.454416078533878,636,412
1690092837.218685,32.92723404589381,636,412
1690092837.259079,24.75611037332153,636,412
1690092837.290918,31.407891091258996,636,412
1690092837.32871,26.460649418652334,636,412
1690092837.355697,37.05510155401048,636,412
1690092837.384282,34.98314358396931,636,412
1690092837.426216,23.84712564602605,636,412
1690092837.45605,33.51876803081521,636,412
1690092837.491395,28.292482866547946,636,412
1690092837.523675,30.97896478373907,636,412
1690092837.551104,36.45762564539402,636,412
1690092837.594323,23.138051447264623,636,411
1690092837.622539,35.440729380550415,636,412
1690092837.651215,34.872326981276395,636,412
1690092837.678601,36.51507421755974,636,412
1690092837.707921,34.10641014173382,636,412
1690092837.743456,28.141381068677706,636,412
1690092837.773693,33.07184759982338,636,412
1690092837.815011,24.20256203115984,636,412
1690092837.843437,35.179145663314515,636,412
1690092837.876501,30.244258405982073,636,412
1690092837.913425,27.082740362885,636,412
1690092837.939376,38.533942138965706,636,412
1690092837.982388,23.249377788863946,636,412
1690092838.014091,31.542760881990194,636,412
1690092838.052148,26.276313563834787,636,412
1690092838.086171,29.392047763871563,636,412
1690092838.114159,35.729348927941665,636,412
1690092838.149404,28.372865762913655,636,412
1690092838.181856,30.81486705898775,636,412
1690092838.220001,26.215710785539276,636,412
1690092838.258158,26.207520525861963,636,412
1690092838.281842,42.222553302864966,636,412
1690092838.320415,25.924851811332182,636,412
1690092838.347431,37.015205669252424,636,412
1690092838.385091,26.55328631661581,636,412
1690092838.429362,22.588154195792896,636,412
1690092838.448233,52.991838281743526,636,412
1690092838.483885,28.048790926599615,636,412
1690092838.522346,26.000384336430756,636,412
1690092838.550415,35.62646734052493,636,412
1690092838.584997,28.916861431122324,636,412
1690092838.621534,27.369388181248695,636,412
1690092838.652836,31.946865717114783,636,412
1690092838.684144,31.94078361192552,636,412
1690092838.730797,21.43483393551618,636,412
1690092838.756359,39.120496199225855,636,412
1690092838.786814,32.83546662282659,636,412
1690092838.818347,31.712805933811687,636,412
1690092838.85866,24.805890528432446,636,412
1690092838.889804,32.109012684973244,636,412
1690092838.930746,24.424681465607602,636,412
1690092838.9591,35.26848013453858,636,412
1690092838.983004,41.833853641994395,636,412
1690092839.024777,23.938998219259396,636,412
1690092839.052352,36.26471147694063,636,412
1690092839.092953,24.629926068599413,636,412
1690092839.125037,31.16819499145426,636,412
1690092839.149553,40.789512584121056,636,412
1690092839.189878,24.79855736541816,636,412
1690092839.226409,27.374032449648222,636,411
1690092839.250387,41.704904992492864,636,412
1690092840.356806,0.9038166570344119,636,412
1690092840.388116,31.938837827341747,636,412
1690092840.417002,34.6187508769613,636,412
1690092840.458403,24.153919688567168,636,412
1690092840.48684,35.165578127489034,636,412
1690092840.530876,22.708738494856526,636,412
1690092840.554872,41.673413017775,636,412
1690092840.584754,33.46501348397083,636,412
1690092840.625429,24.58517142137008,636,412
1690092840.654323,34.6090386249804,636,412
1690092840.68914,28.72161771654352,636,412
1690092840.728097,25.66940641505046,636,412
1690092840.751451,42.819119178389855,636,412
1690092840.790336,25.71693798093136,636,412
1690092840.822743,30.857487585065293,636,411
1690092840.854357,31.63149043356285,636,412
1690092841.957809,0.9062469683223309,636,412
1690092841.988874,32.19058144532449,636,412
1690092842.020397,31.722879811219435,636,412
1690092842.060998,24.629926068599413,636,412
1690092842.089645,34.90773507332257,636,412
1690092842.132039,23.588153913640095,636,412
1690092842.161188,34.30670952649702,636,412
1690092842.189781,34.973517443799615,636,412
1690092842.227578,26.4571442989428,636,412
1690092842.257807,33.080716144806374,636,412
1690092842.295245,26.710888642645166,636,412
1690092842.32878,29.81958821522011,636,412
1690092842.355,38.13870425096613,636,412
1690092842.398174,23.16207305961289,636,411
1690092842.425852,36.12976139202343,636,412
1690092842.455749,33.44820051516384,636,412
1690092842.483265,36.34263928602374,636,412
1690092842.512684,33.991425769695205,636,412
1690092842.547023,29.121448607215264,636,412
1690092842.579864,30.449773131511126,636,412
1690092842.62374,22.79153829016079,636,412
1690092842.647102,42.80426174633629,636,412
1690092842.681494,29.076630849220106,636,412
1690092842.715509,29.398846280551485,636,412
1690092842.743844,35.29192400249062,636,412
1690092842.786346,23.52834528176994,636,412
1690092842.820027,29.69019388542426,636,412
1690092842.853619,29.769005287625536,636,412
1690092842.890678,26.984122082400475,636,412
1690092842.918831,35.51996477054276,636,412
1690092842.956184,26.7717544632314,636,412
1690092842.990872,28.828416682704205,636,412
1690092843.022872,31.249936670193268,636,412
1690092843.068522,21.90580247558364,636,412
1690092843.088345,50.44626190705282,636,412
1690092843.127399,25.605626236233547,636,412
1690092843.153836,37.82571132254137,636,412
1690092843.190618,27.18719170312753,636,412
1690092843.231579,24.41345028899379,636,412
1690092843.251471,50.271523258183215,636,412
1690092843.291402,25.043162589635962,636,412
1690092843.327793,27.47948687710471,636,412
1690092843.355455,36.150625307051186,636,412
1690092843.391915,27.427196338074218,636,412
1690092843.428473,27.35385919718264,636,412
1690092843.457055,34.986937154868954,636,412
1690092843.491444,29.079049903631496,636,412
1690092843.534665,23.136902726139386,636,412
1690092843.559414,40.40599591537898,636,412
1690092843.593351,29.466383779910355,636,412
1690092843.623781,32.86222215257809,636,412
1690092843.66423,24.722402980148065,636,412
1690092843.694814,32.69698623302515,636,412
1690092843.733341,25.955815191158088,636,412
1690092843.761002,36.15187167619097,636,412
1690092843.789473,35.123467542037915,636,412
1690092843.831082,24.033233822863725,636,412
1690092843.858956,35.875735596003835,636,412
1690092843.895376,27.45754012935662,636,412
1690092843.928555,30.13950547200046,636,412
1690092843.957244,34.85667747029004,636,412
1690092843.998956,23.97389013049219,636,411
1690092844.028324,34.05075581678547,636,412
1690092844.058422,33.22457838578592,636,412
1690092844.083986,39.11757738544902,636,412
1690092844.11489,32.35821356107421,636,412
1690092844.148133,30.081574398806577,636,412
1690092844.178491,32.94016382499156,636,412
1690092844.219427,24.42838006266817,636,412
1690092844.247836,35.20010742220283,636,412
1690092844.282143,29.148567695664866,636,412
1690092844.316989,28.697839265432354,636,412
1690092844.345813,34.693201650992165,636,412
1690092844.388165,23.61165748126798,636,412
1690092844.419956,31.455471310399652,636,412
1690092844.452867,30.384920203710546,636,412
1690092844.489396,27.375461772422884,636,412
1690092844.51849,34.37137073974219,636,412
1690092844.55431,27.917358892438763,636,412
1690092844.586826,30.754087782845243,636,412
1690092844.623522,27.250958327377628,636,412
1690092844.669821,21.598747631210347,636,412
1690092844.690071,49.38251604167893,636,412
1690092844.729187,25.565047786229766,636,412
1690092844.755996,37.30093823647116,636,412
1690092844.790482,28.997227695392166,636,412
1690092844.833866,23.050059077295085,636,412
1690092844.856059,45.05886018155449,636,412
1690092844.891608,28.130245534965763,636,412
1690092844.928225,27.309689223416655,636,412
1690092844.955795,36.27129724915036,636,412
1690092844.992003,27.618271250502083,636,412
1690092845.026465,29.01748948417091,636,412
1690092845.058422,31.291902296363716,636,412
1690092845.091281,30.433202728196196,636,412
1690092845.135119,22.811247076739,636,412
1690092845.162334,36.7444370466412,636,412
1690092845.1935,32.086168910648716,636,412
1690092845.224478,32.28101069028946,636,412
1690092845.263979,25.315845701627847,636,412
1690092845.295412,31.813592233009707,636,412
1690092845.335045,25.231476301336077,636,412
1690092845.361124,38.3451176142545,636,412
1690092845.391498,32.92284023297069,636,412
1690092845.430985,25.32486414684217,636,412
1690092845.462237,31.998046994202014,636,412
1690092845.496545,29.147554882243796,636,412
1690092845.531726,28.4245894862394,636,412
1690092845.557174,39.29568940479871,636,412
1690092845.59998,23.361129986298472,636,411
1690092845.632712,30.55135591862303,636,412
1690092845.660558,35.911674301125906,636,412
1690092845.68655,38.47349978902567,636,412
1690092845.715231,34.866239390841,636,412
1690092845.74944,29.232062334910754,636,412
1690092845.781569,31.12448148175632,636,412
1690092845.820212,25.87798617966436,636,412
1690092845.849988,33.58398590759869,636,412
1690092845.882292,30.955872259083495,636,412
1690092845.916735,29.03355853361391,636,412
1690092845.945721,34.499440679081395,636,412
1690092845.988904,23.157213606223394,636,412
1690092846.020861,31.292135753560583,636,412
1690092846.05845,26.603475834073322,636,412
1690092846.092029,29.780419054110663,636,412
1690092846.121046,34.46259017632656,636,412
1690092846.157031,27.78936209683831,636,412
1690092846.191883,28.692734984265975,636,412
1690092846.224124,31.01653503712249,636,412
1690092846.273542,20.235552939587212,636,412
1690092846.288952,64.89214821691034,636,412
1690092846.329672,24.557965244273735,636,412
1690092846.356246,37.630913609488694,636,412
1690092846.392901,27.28144553862965,636,412
1690092846.436025,23.188964754664823,636,412
1690092846.455366,51.70365622149355,636,412
1690092846.494151,25.783017882060772,636,412
1690092846.530551,27.47264724376441,636,412
1690092846.557083,37.69042890648167,636,412
1690092846.593579,27.40014110637853,636,412
1690092846.632069,25.98073575777848,636,412
1690092846.659289,36.73800014014435,636,412
1690092846.693799,28.97699418291352,636,412
1690092846.737818,22.717471253161747,636,412
1690092846.76376,38.5473995717266,636,412
1690092846.795347,31.658708533041477,636,412
1690092846.826516,32.08322369427531,636,412
1690092846.866965,24.722402980148065,636,412
1690092846.897355,32.90553485270466,636,412
1690092846.936668,25.43698223057796,636,412
1690092846.964076,36.485533847144175,636,412
1690092846.991026,37.105913160409074,636,412
1690092847.033688,23.439984799204193,636,412
1690092847.064709,32.23635203787535,636,412
1690092847.097589,30.41356256662002,636,412
1690092847.131519,29.47238832713807,636,412
1690092847.157763,38.1040563252328,636,412
1690092847.200352,23.48026938213412,636,411
1690092847.229276,34.57337861452735,636,412
1690092847.261254,31.27137169527161,636,412
1690092847.272086,92.32047895756295,636,412
1690092847.298459,37.91735447535189,636,412
1690092847.320585,45.19578030882622,636,412
1690092847.356961,27.490653593057704,636,412
1690092847.387151,33.12356072212658,636,412
1690092847.425264,26.237850078507666,636,412
1690092847.458352,30.222247841939158,636,412
1690092847.486902,35.026380619138685,636,412
1690092847.521531,28.877441564253502,636,412
1690092847.55439,30.433202728196196,636,412
1690092847.590405,27.7661825259172,636,412
1690092847.621338,32.32803563996239,636,412
1690092847.656074,28.788447019094814,636,412
1690092847.692401,27.527821167452057,636,412
1690092847.722186,33.57377049180328,636,412
1690092847.757086,28.653336157014913,636,412
1690092847.792418,28.30298327181446,636,412
1690092847.825209,30.49626640491511,636,412
1690092847.872179,21.290126746765342,636,412
1690092847.892024,50.39050410879908,636,412
1690092847.930796,25.79189649553256,636,412
1690092847.958503,36.09183216879496,636,412
1690092847.992512,29.40399876615911,636,412
1690092848.037167,22.393866426050604,636,412
1690092848.057213,49.88527456320841,636,412
1690092848.094538,26.791762481475804,636,412
1690092848.131475,27.07312570598677,636,412
1690092848.157317,38.69676812222642,636,412
1690092848.193961,27.289610660004165,636,412
1690092848.22882,28.686847684836877,636,412
1690092848.259765,32.315581854043394,636,412
1690092848.294728,28.601557492192082,636,412
1690092848.338288,22.956826342061476,636,412
1690092848.363333,39.92826000038079,636,412
1690092848.394094,32.508692383410455,636,412
1690092848.427028,30.363803525536614,636,412
1690092848.466482,25.34598324893342,636,412
1690092848.499105,30.653170699622162,636,412
1690092848.53783,25.82301985531784,636,412
1690092848.564291,37.791629499481914,636,412
1690092848.593118,34.68975841335219,636,412
1690092848.635363,23.671356574053693,636,412
1690092848.663032,36.14159170027229,636,412
1690092848.699663,27.299379722860433,636,412
1690092848.731422,31.487114040553426,636,412
1690092848.759609,35.47730175512793,636,412
1690092848.802279,23.435662761005972,636,411
1690092848.831276,34.4863922645574,636,412
1690092848.860936,33.71545702274061,636,412
1690092848.886542,39.053109869646185,636,412
1690092848.916764,33.088545282423475,636,412
1690092848.95052,29.624347555850633,636,412
1690092848.981047,32.758019041073425,636,412
1690092849.021767,24.557965244273735,636,412
1690092849.052621,32.41072242699616,636,412
1690092849.087049,29.046024293292337,636,412
1690092849.118492,31.803701822097192,636,412
1690092849.149531,32.21753324064615,636,412
1690092849.190835,24.210664850324978,636,412
1690092849.219794,34.531536352634134,636,412
1690092849.255739,27.820328460375155,636,412
1690092849.291699,27.80870798994875,636,412
1690092849.323596,31.35084388501039,636,412
1690092849.357688,29.332438178359627,636,412
1690092849.389708,31.23039120787479,636,412
1690092849.426966,26.83993831229083,636,412
1690092849.46461,26.56455402777866,636,412
1690092849.492662,35.64826871100988,636,412
1690092849.53093,26.13143270117377,636,412
1690092849.559654,34.81414709861633,636,412
1690092849.593202,29.807932571014348,636,412
1690092849.636936,22.865591251301566,636,412
1690092849.659836,43.66792295679333,636,412
1690092849.694669,28.7084462696783,636,412
1690092849.734352,25.19964191945591,636,412
1690092849.760722,37.92215401028905,636,412
1690092849.796185,28.198328660844545,636,412
1690092849.831074,28.662343253493695,636,412
1690092849.864861,29.59717174853401,636,412
1690092849.895758,32.36570440848516,636,412
1690092849.937922,23.716865800767888,636,412
1690092849.964659,37.401389297593255,636,412
1690092849.995168,32.777218592729206,636,412
1690092850.027818,30.62787708844491,636,412
1690092850.06857,24.538712659279454,636,412
1690092850.099463,32.36970094539842,636,412
1690092850.138162,25.84051997658873,636,412
1690092850.164724,37.647464320976574,636,412
1690092850.193786,34.409437708172675,636,412
